word,gender,religion,race,age,economic
upsets,0.0262,-0.0194,0.0066,0.0414,-0.0067
mourners,-0.0443,0.0066,-0.0328,0.0348,-0.0148
vaccinated,0.0634,0.0492,0.0453,-0.0155,0.0683
symposium,0.004,0.0106,-0.0471,0.0546,-0.0531
taller,-0.046,0.0327,0.0893,-0.0455,-0.1257
sweeps,0.0333,-0.0095,-0.0328,-0.0296,-0.008
nationalist,-0.07,0.0033,0.095,-0.0069,0.068
taxable,0.0525,-0.0163,0.0189,0.0818,0.0254
discourse,-0.0126,-0.013,-0.0466,0.0284,0.0324
teamwork,-0.0451,-0.0685,-0.0288,-0.0677,-0.068
upright,-0.0785,-0.0399,0.0217,-0.0358,-0.0367
unfolding,0.0635,-0.0215,-0.0359,-0.0039,-0.0535
brightest,-0.0624,-0.0519,-0.0084,-0.0435,-0.0233
fisherman,-0.1327,0.0337,0.0551,0.0341,0.0976
queue,0.0075,0.0292,0.0646,-0.0149,0.0357
heartbreaking,0.0784,-0.0904,-0.067,0.0094,0.0134
manned,-0.0277,-0.0652,0.0093,-0.0324,0.0134
impressions,-0.036,-0.0449,0.0037,0.0176,-0.0432
logos,-0.0192,-0.0132,-0.0006,0.0203,-0.0851
amusing,-0.0142,-0.0128,0.0508,0.0422,-0.0555
sprayed,-0.0216,0.0416,0.0317,-0.0158,-0.0514
pessimistic,-0.0739,-0.0235,0.036,0.0336,0.0806
rigid,0.0233,-0.0663,0.0624,0.0303,-0.0425
swell,0.0014,-0.0478,0.0136,-0.0332,-0.0028
postings,-0.0258,0.0616,-0.0066,-0.0411,0.0266
acreage,0.01,-0.0333,-0.0024,-0.002,-0.069
collaborated,0.0143,-0.0378,-0.0152,0.0202,-0.0084
waking,0.0191,-0.0884,0.0344,-0.0177,-0.0109
dominates,-0.0125,-0.074,0.007,-0.015,-0.0463
disregard,-0.0061,0.0003,0.0007,-0.0223,0.0966
chapel,-0.0022,-0.1804,0.0107,0.0963,-0.0669
upsetting,0.0443,-0.0173,0.0411,0.0324,-0.0258
unhealthy,0.0564,-0.0141,0.0341,0.0595,0.0589
fellowship,0.0187,-0.1356,-0.0399,0.0747,0.0648
disgruntled,-0.1282,-0.0055,0.0179,-0.0217,0.1012
hay,-0.0492,-0.0274,-0.0082,-0.0317,0.0619
grapes,-0.0018,0.0127,0.0848,-0.0231,-0.0383
wording,0.0617,-0.0177,0.1028,0.0555,0.0048
wholly,-0.0057,-0.1173,0.0625,0.0227,0.0685
merging,0.0301,-0.1482,0.0385,0.0311,-0.0201
authentication,0.0532,-0.0259,0.0359,0.0081,-0.0419
citation,-0.0246,0.0589,-0.0059,0.0286,0.017
reproductive,0.1259,-0.0021,-0.0042,0.0478,0.0532
lecturer,0.016,0.0478,-0.0302,0.0675,0.0427
apartheid,0.0014,-0.0429,-0.1248,-0.011,0.0992
calmly,-0.0467,0.0376,0.0442,-0.0835,0.0008
sequences,-0.0397,0.0222,0.034,-0.0881,-0.0519
shutouts,0.0575,-0.0742,0.0306,-0.0227,-0.0433
bees,-0.0054,0.0091,-0.0082,0.0105,0.058
uneasy,-0.0229,-0.0137,-0.004,-0.0056,-0.0516
crystal,0.0309,-0.0319,0.0005,0.024,-0.1113
hauling,-0.0816,-0.0779,0.0274,-0.0404,-0.0145
planets,-0.0198,-0.0568,0.0892,0.001,-0.0201
helpless,-0.0336,-0.0453,-0.0173,-0.0303,0.1826
dedicate,-0.0142,-0.0659,-0.0879,0.0394,-0.0402
discontinued,0.0487,-0.0074,0.0345,0.0466,0.0731
assassinated,-0.0702,0.0889,-0.0208,0.0338,0.0409
obligated,0.01,0.0428,0.013,0.0222,0.0469
senate,-0.006,0.0242,-0.0015,0.0207,0.0268
arises,-0.0324,0.0001,0.0279,-0.0084,0.0819
clears,-0.0703,-0.0443,0.0432,-0.0078,0.0525
mentors,-0.0636,-0.0176,-0.0405,-0.0021,0.0408
continental,-0.0119,-0.0564,0.0376,0.0083,-0.0096
honeymoon,0.0466,-0.0671,0.0394,0.0344,-0.1592
fertility,0.1083,-0.0285,0.074,0.0282,0.0224
teachings,-0.0721,-0.1027,-0.0296,0.0566,0.065
grinding,-0.0204,-0.0382,-0.0261,-0.0281,0.0081
deficiencies,-0.0092,-0.0497,0.0461,-0.001,0.106
squandered,-0.076,-0.0472,-0.0497,-0.0095,0.0261
coma,-0.0222,-0.0148,0.0711,-0.0612,0.1034
betrayed,-0.0513,-0.0598,-0.0045,0.0017,0.0572
overtake,-0.0394,-0.0681,0.0064,-0.008,-0.0324
merchandising,0.0109,-0.0871,-0.0715,-0.05,-0.0492
rigged,-0.0544,0.0561,-0.039,-0.0363,0.0302
circumstance,-0.0327,-0.0159,-0.0131,-0.0017,0.0446
pretending,-0.015,0.036,0.0226,-0.038,0.0624
temper,-0.0734,0.0374,-0.0091,0.0266,-0.0213
waive,-0.039,0.0349,0.0055,-0.0051,0.0898
blended,0.0339,-0.0355,0.0594,-0.0247,-0.1185
overlook,-0.0242,-0.053,-0.0034,0.0252,-0.0784
numbered,-0.0676,-0.0622,0.0674,0.0206,0.0128
flashing,-0.0182,-0.0168,0.0193,-0.0266,-0.0867
rodeo,-0.0107,-0.046,-0.0034,-0.0166,0.0287
traumatic,0.0586,-0.0517,0.0244,-0.0126,0.0432
leukemia,-0.0306,-0.0084,0.0692,-0.0348,0.042
airstrikes,-0.0243,0.1634,-0.0249,-0.0168,-0.0267
uncover,0.0068,-0.032,-0.0469,-0.019,-0.0016
servant,-0.0695,-0.0139,-0.0251,0.1037,0.0111
activism,0.0688,-0.1035,-0.1251,0.0241,0.0308
invitations,0.0261,-0.0116,0.026,0.0167,-0.0913
fixes,-0.007,-0.0424,0.0044,0.0388,0.107
smoked,-0.0394,0.0426,0.0728,-0.002,0.015
fetch,-0.0088,0.0339,-0.0255,0.0018,-0.0196
materialize,0.0006,-0.0381,-0.002,-0.0381,0.0549
cheat,-0.0459,-0.0058,0.0127,0.0191,0.0676
ailments,-0.0441,-0.0322,0.0153,0.0239,0.0847
weekdays,-0.0093,-0.016,0.0535,0.0363,0.0069
collar,-0.0135,0.061,-0.0538,-0.0069,-0.0264
intercept,-0.0775,-0.0387,0.059,-0.0587,-0.0177
endorsing,-0.0205,-0.0618,0.0404,0.0813,-0.0323
ripping,-0.0453,-0.0799,-0.0306,-0.0013,0.0035
finishers,0.0025,0.0029,0.019,-0.038,-0.0553
grains,-0.0208,-0.0234,0.0178,-0.0278,0.0885
beard,-0.2261,0.1222,0.0247,-0.0792,-0.0012
sorting,-0.005,-0.0646,-0.0006,0.0017,0.0898
cylinder,-0.022,0.0474,0.0543,-0.0176,-0.0519
waning,-0.0263,-0.0664,-0.0259,-0.0112,-0.0105
defect,-0.0328,-0.0435,0.0335,-0.0058,0.1162
convict,-0.0562,-0.0013,-0.0184,-0.0009,0.0906
bpd,-0.0014,0.1298,0.0488,-0.0343,-0.0088
weekday,0.0342,-0.0518,0.0334,0.0199,0.003
nominal,-0.0348,-0.0065,0.0292,0.0224,0.0185
ecstatic,0.0022,-0.0677,-0.0047,-0.0311,-0.1158
shocks,0.0021,-0.0059,-0.0385,0.0242,0.0241
protestors,0.0139,0.1387,0.0325,-0.0236,0.0765
hacking,-0.0071,0.0068,-0.0026,-0.0421,0.0128
reinsurance,0.0035,-0.0103,0.0462,0.0149,0.0157
cooks,0.0501,0.0074,0.0871,0.0342,0.0358
exemplary,-0.0419,-0.0363,-0.0271,0.0064,0.0015
armor,-0.0291,-0.0056,-0.0249,-0.0007,-0.0764
avalanche,-0.0352,-0.0059,0.0236,-0.0344,0.0442
resentment,-0.068,0.0556,0.0229,0.0298,0.0123
migrate,0.0166,-0.0049,0.047,-0.0157,0.0398
concealed,-0.0123,0.0551,0.0241,0.0449,0.0028
filtering,0.0128,0.0223,0.0217,0.0221,-0.0064
redeem,-0.0214,-0.0802,-0.0562,-0.0256,0.0844
regimes,-0.0698,0.0762,0.0361,0.0005,0.0787
stereo,-0.0189,0.012,0.0282,-0.0296,-0.0381
drying,0.025,-0.0248,0.0253,-0.0101,0.06
depressing,0.0446,-0.1247,-0.02,0.0379,0.1075
dissidents,-0.0264,0.0126,0.014,0.0276,0.0705
athleticism,-0.0551,-0.0907,-0.0213,-0.0887,-0.0697
earmarks,0.0001,0.0451,-0.0578,-0.0242,-0.032
warrior,-0.1309,-0.0085,-0.0159,-0.0299,-0.0409
prowess,-0.0989,-0.0894,-0.0518,-0.0829,-0.0648
monkey,-0.0665,0.0345,-0.0523,-0.0033,-0.0315
pragmatic,-0.0532,-0.0896,0.0541,0.0178,-0.0306
disposed,-0.0353,-0.0079,0.0725,-0.0035,0.0433
perceive,0.0083,0.0121,0.0288,-0.0084,0.0166
hinder,-0.0137,-0.0229,0.0135,-0.0212,0.1044
flair,-0.0073,-0.0983,0.0169,-0.0599,-0.1624
filly,0.1417,0.086,0.0262,0.0146,-0.0404
patron,-0.031,0.1044,-0.0042,0.111,-0.0219
ordinances,0.0596,0.0309,-0.0171,0.0314,0.0206
mismanagement,-0.0422,-0.0565,-0.06,0.0496,0.1342
discriminatory,0.0625,0.0117,0.0483,0.0386,0.105
plumbing,-0.0451,-0.0542,-0.0313,0.0477,0.0726
toughness,-0.0906,-0.045,0.0051,-0.0058,-0.082
provoke,-0.0155,0.0453,0.0366,0.022,0.0236
eroded,-0.0084,-0.0326,0.0187,0.0469,0.0663
wrestled,-0.1387,0.0069,0.043,-0.0754,-0.0014
unveils,-0.0118,-0.026,-0.0123,0.0142,-0.1216
cruelty,0.0655,0.0371,-0.012,0.0205,0.0697
muted,0.0186,0.0175,0.031,-0.0054,-0.1007
compression,0.0146,0.0233,0.0384,0.0188,-0.0262
bicycles,-0.0013,-0.0329,0.0053,-0.0035,0.0786
redesigned,0.0523,-0.0067,0.0076,0.0372,-0.1076
inundated,0.0604,-0.053,0.0098,0.0325,0.0323
writings,-0.0358,-0.0388,-0.0304,0.0664,0.0329
extracted,0.0013,0.0196,0.0351,-0.041,-0.0337
kissing,0.0268,0.0124,0.0248,0.007,-0.1341
vivid,0.0141,-0.0505,-0.0266,0.0356,-0.1077
interfaces,0.0442,-0.0006,0.0295,0.0389,-0.0177
teleconference,-0.0104,-0.0126,0.0167,-0.0175,-0.0781
altering,0.0155,-0.094,0.0105,0.0127,0.0193
defiant,-0.0396,0.0554,-0.03,-0.002,0.0191
groundwork,-0.0537,-0.0565,0.012,0.0228,-0.0431
airlifted,-0.0214,-0.0297,0.0694,-0.0327,0.0299
desks,0.061,0.0699,0.0281,-0.018,0.0202
modernize,-0.0174,-0.0061,0.0121,0.0689,0.0539
plague,-0.0141,-0.1031,-0.0776,-0.0071,0.1127
manually,0.0413,0.0609,0.0159,-0.0159,0.0392
stitches,0.0031,0.0335,0.0336,-0.0442,-0.0073
resembles,-0.0719,-0.0428,0.0662,0.0376,-0.0827
condemning,-0.0166,0.0568,0.005,0.0734,0.0439
spills,0.0483,0.0128,-0.0426,0.002,-0.0096
dismantling,-0.0937,-0.1099,0.022,0.0292,0.0413
simplified,0.0038,-0.0755,0.099,0.0336,-0.0164
frustrations,-0.0452,-0.0084,-0.0502,-0.0277,0.0382
outshot,0.0219,0.0124,-0.0176,-0.0333,-0.0038
extraction,-0.006,-0.0026,0.0535,-0.0211,0.0167
borrower,0.104,0.1048,0.0267,0.0034,0.1149
sphere,0.0054,-0.0036,0.0438,-0.0206,-0.0183
sunglasses,-0.0392,0.0645,0.0135,-0.0407,-0.0387
traps,-0.0626,0.0111,-0.0321,0.0184,0.0192
levees,0.0674,0.0069,-0.0401,0.0145,0.0348
clusters,0.0178,0.0155,0.044,0.0151,-0.0147
crumbling,-0.0119,-0.1013,-0.0362,0.0569,0.1011
shoreline,0.0472,0.049,0.063,0.044,-0.038
propel,-0.0109,-0.1124,-0.0994,-0.0361,-0.073
varies,0.0397,0.0117,0.0809,0.0189,0.0437
nightly,-0.0179,-0.0169,0.022,-0.0042,0.0143
canned,0.0143,-0.1038,0.0235,-0.0438,0.0949
slopes,0.0046,0.0146,0.0824,0.0195,-0.0532
ignorant,-0.0349,0.0181,0.0169,0.0217,0.1546
calculating,0.0182,-0.0048,0.0111,0.0219,0.0515
deception,0.002,-0.0234,0.0132,0.0252,0.0359
emulate,-0.1129,-0.0867,0.0142,-0.002,-0.0361
accumulation,-0.0614,-0.0334,0.0336,0.0256,0.007
nest,0.0235,0.0546,0.0456,0.0015,-0.0291
qualifies,-0.0248,-0.0511,0.018,0.0038,0.094
tweets,0.0027,0.0512,-0.0765,-0.0415,-0.0356
visionary,-0.0873,-0.0904,-0.0962,0.0642,-0.0698
footed,-0.0554,-0.0607,0.0044,-0.0713,-0.0582
thugs,-0.1326,0.069,-0.0479,0.0112,0.0962
chants,-0.1055,0.0117,0.0014,0.0175,0.0194
tick,-0.0481,-0.0144,-0.0209,-0.0142,-0.0462
pat,0.0248,0.0368,0.0231,-0.0215,0.0144
baked,0.1058,-0.004,0.0925,0.0443,0.0302
biomass,-0.0163,-0.0152,0.0645,0.0144,0.0628
racer,-0.0401,0.0033,0.095,-0.0504,-0.0274
hamper,0.0248,0.0149,0.0217,-0.0322,0.0979
f,-0.0252,0.039,0.0016,-0.0298,0.0257
departures,-0.0555,-0.1166,0.0444,-0.0396,-0.0139
fashionable,0.1169,-0.0177,0.0249,0.0334,-0.179
condos,0.0592,-0.0406,-0.0129,-0.0001,-0.1064
unsuccessfully,-0.0867,-0.0049,0.011,0.0314,0.0073
plowed,-0.0401,-0.0319,-0.0324,-0.0136,0.0275
unarmed,-0.1222,0.1021,-0.006,-0.0197,0.0796
maturing,-0.0279,-0.0767,0.0552,-0.0659,-0.0357
hopefuls,-0.0222,-0.0611,0.0212,-0.0312,0.0015
submerged,-0.0134,-0.08,0.0146,0.034,0.084
improbable,-0.0715,-0.1142,-0.0288,-0.0085,-0.0027
rat,-0.0539,0.0493,0.0025,0.0193,0.024
voucher,0.059,-0.0186,-0.0209,0.0278,0.1158
disbelief,-0.0127,-0.0131,-0.0144,-0.0165,0.0169
vetoed,-0.0253,0.0381,0.053,0.0808,0.0376
culminated,-0.0552,-0.0432,-0.0016,-0.0093,-0.0169
oppression,0.0386,0.0468,-0.0301,-0.0337,0.1474
misunderstanding,-0.0069,0.0397,0.0325,0.0031,0.0714
exploding,-0.0099,0.0253,-0.0434,-0.0155,-0.0477
hectic,0.0592,-0.0548,-0.0022,-0.0373,-0.1622
fostering,0.041,-0.0542,-0.0317,0.0457,0.0447
sparkling,0.0463,-0.0792,0.0612,-0.0536,-0.2553
skipping,-0.0693,-0.0274,-0.0119,-0.0369,-0.0119
parishes,0.0282,-0.2438,0.0431,0.136,0.1472
remodeling,0.017,-0.0354,0.0103,0.0568,-0.0499
combo,-0.0466,-0.0814,0.0293,-0.1032,-0.0648
uproar,-0.004,0.0897,-0.0489,0.0326,-0.0123
adolescents,0.0185,-0.0118,0.0503,-0.0413,0.1554
succumbed,-0.0521,-0.0343,0.0393,-0.0181,0.0602
mouths,-0.0017,0.0465,-0.0339,0.0105,0.0818
windfall,0.0036,-0.0274,-0.0342,0.047,-0.0363
tempting,-0.0166,-0.08,0.0241,-0.0027,-0.1007
graves,0.0021,0.0314,-0.0087,0.0245,0.0569
campers,0.0024,-0.0405,0.0133,-0.0424,0.0483
wardrobe,0.124,0.0256,-0.0132,-0.0096,-0.0678
scalability,0.003,0.0195,0.0014,-0.0322,-0.0158
empowering,0.1323,0.018,-0.1265,0.0053,0.0708
affordability,0.0737,-0.0295,0.0683,0.0455,-0.0236
ceased,-0.0011,-0.0243,0.0279,0.0383,0.1621
deed,0.006,-0.0407,0.0058,0.0669,0.1188
tissues,0.059,0.0408,0.0759,-0.0184,0.0312
buyback,0.0134,-0.0233,0.0161,0.014,0.0428
shit,-0.0513,0.001,-0.0459,-0.0492,0.0703
pounder,-0.1387,-0.0397,0.071,-0.1459,-0.0208
reassuring,0.0193,0.0031,0.0707,0.0388,-0.0442
disrupting,-0.024,0.0288,0.0054,-0.0221,0.0253
guardian,0.0015,0.0441,0.0461,-0.021,0.1205
unsustainable,-0.0327,-0.0628,0.0533,0.0204,0.0704
cottage,0.0609,-0.0868,0.0426,0.0886,-0.0485
wedge,0.0148,-0.0252,0.085,0.005,-0.0244
waterways,0.0166,0.027,0.0055,0.0304,0.0342
dipping,0.0063,-0.0676,0.0001,-0.0088,-0.0456
knocks,-0.0533,-0.0597,0.0048,-0.0331,0.026
resuming,-0.0599,-0.0578,0.0703,-0.0492,0.0242
warehouses,-0.0326,0.0057,-0.0577,0.0007,0.0716
haunt,-0.0333,-0.0838,-0.0237,0.0323,0.0199
diarrhea,0.027,0.0431,0.0684,-0.0304,0.1195
doorstep,0.009,-0.0367,0.0661,0.0325,0.0311
untouched,-0.0021,-0.0535,0.0379,-0.0249,0.0458
hiatus,0.0167,-0.099,-0.0086,-0.0057,0.0288
sharks,-0.0865,0.0099,-0.0081,-0.03,0.0129
mobilized,0.0158,-0.039,-0.04,-0.0212,0.0746
informant,-0.0622,0.1477,-0.0202,0.0086,0.0399
wards,0.0365,-0.0448,0.0001,0.0341,0.1415
arrogance,-0.103,-0.0054,0.0283,0.0163,-0.0503
scanner,0.0269,0.0433,-0.0012,0.044,0.0032
pathway,-0.0441,-0.0313,0.0762,-0.0038,0.005
fusion,0.0316,-0.0352,0.0248,-0.0404,-0.0483
lifeline,0.0145,-0.061,-0.0297,-0.0633,0.1257
screw,-0.0629,-0.0483,0.0298,-0.017,0.0202
quiz,-0.0021,0.0487,0.0311,-0.0155,0.0051
entrenched,-0.0456,-0.0702,-0.0307,-0.0411,-0.0382
feasibility,-0.0219,-0.0595,0.0593,-0.0065,-0.0101
greeting,-0.0246,0.0063,0.0407,0.056,-0.0845
conceding,-0.1047,-0.0083,0.052,-0.0664,-0.0018
surcharge,0.0056,0.0664,0.0462,0.0339,0.026
lunches,0.0876,-0.0699,-0.0373,0.0425,0.0876
climbs,-0.0108,-0.0125,0.0264,-0.0168,-0.0227
unfolded,-0.0096,-0.0192,-0.0045,-0.0122,-0.0411
exiting,-0.0356,-0.0508,0.0436,0.0027,-0.0029
annoyed,-0.0321,0.0349,0.0812,-0.0043,-0.0091
unpleasant,0.0186,0.0345,0.0507,0.0655,-0.0063
progresses,-0.009,-0.0382,0.0392,-0.0581,-0.0269
curling,0.0295,-0.0414,0.0642,0.0024,-0.0751
likened,-0.079,-0.0713,-0.0073,0.078,-0.0167
textiles,0.109,-0.0052,-0.0101,0.0667,0.0207
roadways,0.0268,0.027,0.0317,0.0099,0.0751
limelight,-0.0147,-0.0091,0.0091,-0.0168,-0.0658
stubborn,-0.0458,-0.0491,-0.0364,0.0214,0.0713
mankind,-0.0504,-0.0614,-0.035,0.0094,0.1102
endanger,0.0087,0.0526,0.0121,-0.0095,0.0569
faults,-0.0255,-0.061,0.0433,0.0184,0.0355
darker,-0.0071,-0.0709,-0.002,-0.0089,-0.0527
roared,-0.064,-0.0205,-0.0425,-0.0107,-0.0461
stagnant,-0.0128,-0.0634,-0.0443,0.0586,0.1453
freeing,-0.0464,-0.0618,-0.0013,-0.0127,0.0486
littered,-0.0063,-0.0356,-0.0113,0.0086,0.014
plugged,0.0058,-0.0372,-0.0452,-0.0051,0.0247
disclosing,-0.0062,0.0922,-0.0268,-0.0021,-0.0572
comparative,0.0253,-0.022,0.0543,0.0047,-0.0212
essays,0.0637,-0.0076,-0.0231,-0.007,0.0829
finalizing,-0.0377,-0.0317,0.0339,-0.037,-0.0803
gadget,0.003,0.0453,-0.0098,-0.0241,-0.0245
tame,-0.0557,-0.041,-0.0175,-0.0329,-0.0365
bookstore,0.0966,0.0052,-0.034,0.0562,0.0834
mediator,-0.0384,0.058,-0.0062,0.0227,0.0951
turbulence,0.02,0.0316,-0.0265,0.0032,0.0052
articulate,0.0142,-0.0214,-0.0027,-0.0143,-0.0108
sucked,0.0052,-0.0292,-0.0253,0.0163,0.0503
sitcom,0.0331,-0.0198,0.0297,0.031,0.0752
decorations,0.0618,0.015,0.0109,0.0012,-0.0698
sketch,-0.01,0.0368,0.0569,0.032,-0.0189
replies,-0.032,-0.0034,0.0934,-0.0159,0.0261
simulated,-0.0174,-0.0006,0.0296,-0.0466,-0.0354
taps,-0.0078,-0.0298,-0.0533,-0.0144,-0.0786
timeframe,-0.0429,0.0603,0.1185,0.0412,-0.0093
entertainer,-0.0549,0.0159,-0.0432,-0.0193,-0.0216
fur,0.1229,0.0432,-0.0259,-0.0136,-0.0337
decidedly,-0.024,-0.1184,0.0433,0.0309,-0.0867
unilateral,-0.0016,0.0572,0.0924,0.0043,0.0659
princess,0.1821,0.0627,0.0288,0.0107,-0.0791
forging,-0.0409,-0.0521,0.0093,-0.0101,-0.0476
unresolved,-0.0266,-0.0111,0.0431,0.0278,0.106
disgusting,-0.0085,0.0127,0.0334,0.0435,0.0171
delightful,0.0862,-0.1154,0.0466,0.0207,-0.1828
kidnap,-0.0362,0.0768,0.045,-0.0134,0.0656
brutality,-0.0382,0.0285,-0.0825,-0.0191,0.049
issuers,0.0668,0.0069,0.1062,0.0129,0.029
noteworthy,0.0044,0.0003,-0.012,0.0232,-0.1618
horizontal,0.0493,-0.0746,0.0488,-0.0584,-0.0752
offspring,-0.014,-0.0071,0.0565,0.0286,0.0125
schoolchildren,0.0363,0.0293,0.0227,0.0763,0.1426
bln,0.0415,0.0762,0.0979,-0.0103,0.0186
guessed,-0.0111,-0.025,0.0156,0.0247,-0.0549
tumultuous,-0.0049,-0.0429,-0.0707,0.0468,-0.0616
journals,0.0566,0.0242,-0.0208,0.0454,0.0517
boon,0.0441,-0.0932,-0.0254,0.0492,-0.0189
pale,0.0153,0.0237,0.1223,0.0158,-0.0502
doom,-0.0398,-0.184,-0.0581,0.0418,0.0997
storied,-0.0883,-0.074,-0.0329,0.0757,-0.2195
tattoos,-0.0152,-0.0111,-0.0016,-0.0331,-0.0182
disguise,-0.0178,-0.0115,-0.0022,-0.023,0.0307
stockpiles,0.0092,0.0793,0.0469,-0.0057,0.0407
schooling,0.0056,-0.0502,0.0104,-0.0369,0.1012
fabrics,0.1485,0.0501,-0.0014,0.0219,-0.1038
ruthless,-0.0928,-0.0283,0.0326,-0.0186,-0.0414
intimidate,-0.0317,0.0382,-0.0,0.0122,0.0272
groundwater,0.0225,-0.0204,0.0557,-0.0143,0.0574
sleeves,0.0182,-0.0269,-0.0151,0.0721,-0.0283
informational,0.1204,0.0096,0.0471,0.0828,-0.0244
hierarchy,-0.0843,-0.1229,0.0425,0.0353,-0.0174
cosmetic,0.174,0.0576,0.0158,-0.0129,-0.0501
cue,-0.0043,-0.0631,-0.031,-0.0433,-0.0318
lifestyles,0.0718,-0.0548,0.0616,0.0278,-0.0621
classmate,-0.0002,0.0381,0.0319,-0.1094,0.0062
campaigners,0.0454,-0.0156,0.0336,-0.0186,-0.0003
pervasive,0.0231,-0.0524,-0.052,0.035,0.0052
dreaming,-0.0406,-0.0902,0.0095,-0.0584,-0.0481
hardcore,-0.0637,-0.0957,0.0486,-0.0371,-0.0046
fest,-0.0228,-0.1131,-0.0101,-0.0525,-0.0194
severed,-0.0276,-0.0093,0.0365,0.0373,0.0674
uneven,0.0034,-0.0126,-0.0817,-0.0002,0.0585
strangled,0.0776,0.0071,0.0071,0.0179,0.0718
buffet,0.0044,-0.0437,0.0575,0.0235,-0.1013
smuggled,0.0063,0.0656,-0.0352,-0.0095,0.0275
fuss,-0.0077,0.0563,0.0546,-0.0386,-0.0528
avid,-0.0849,-0.0375,-0.0008,0.026,-0.0634
commuter,0.0472,0.0205,0.0022,0.0402,0.0125
discontent,-0.0555,0.0047,-0.0353,-0.0069,0.0691
undervalued,-0.003,-0.0693,0.0626,0.0188,0.0454
gloomy,-0.0077,-0.052,-0.0166,0.0178,0.0609
palm,-0.0162,0.0407,-0.0222,-0.0047,-0.0801
philosophical,-0.0645,-0.1215,-0.006,0.0021,-0.0355
demeanor,-0.0702,0.0041,0.0285,-0.0086,-0.0502
suicides,-0.0115,-0.0028,-0.028,-0.0321,0.1347
auditions,0.0913,-0.0112,-0.0493,-0.0483,0.0285
curtail,-0.0447,0.0271,0.0239,0.0338,0.0589
minimizing,-0.0501,0.0169,0.0927,0.0333,-0.0125
entice,-0.0181,-0.0521,0.0116,0.0415,-0.043
breathtaking,0.0098,-0.0533,0.0066,-0.0235,-0.2655
steak,-0.0129,-0.006,0.0949,-0.0113,-0.1226
budgetary,0.0381,-0.0435,0.0076,0.0179,0.0912
joints,0.0021,0.0221,0.004,0.0077,0.0119
lapse,-0.0312,0.0198,-0.0288,-0.0297,0.0027
praises,-0.0297,-0.0689,-0.0131,-0.0024,-0.0213
illusion,0.0199,0.0237,-0.0113,-0.0109,-0.0312
quarantine,0.0499,0.0066,0.0014,0.0127,0.014
gigs,0.0222,-0.0584,-0.019,-0.0112,0.039
peninsula,-0.0089,-0.0118,0.0649,0.0963,0.0346
repression,0.0276,0.0106,-0.0296,-0.0578,0.118
facilitated,0.0366,-0.0196,-0.0017,0.0175,0.0221
quits,-0.0523,-0.0408,0.0032,-0.0091,0.0258
muddy,-0.0562,-0.0705,0.005,0.0045,0.0722
govt,-0.0167,0.0907,0.0606,-0.0764,0.0789
variables,0.0138,-0.0286,0.0225,-0.0011,0.0287
reset,0.0274,0.0088,0.0397,-0.027,0.0228
liking,-0.0438,-0.0967,0.0331,-0.0545,-0.096
vest,-0.0391,0.0979,0.0185,-0.0423,-0.0224
cache,-0.0483,0.0746,0.0266,-0.0061,-0.0577
pollutants,0.0454,0.0319,0.0526,0.0404,0.0455
spikes,0.008,0.0161,-0.0392,-0.0075,-0.0142
doll,0.1159,0.031,-0.0167,0.0088,-0.0294
novice,-0.0481,-0.0116,0.0367,-0.0324,-0.0475
stigma,0.0172,-0.0358,-0.0542,-0.0135,0.111
triggers,0.0205,0.1032,0.0418,0.0027,-0.0084
props,-0.0234,-0.0274,-0.0648,-0.0796,-0.0094
projecting,-0.0192,0.0248,-0.0142,0.0328,-0.0154
specialize,0.0175,-0.0449,-0.0008,-0.0171,0.0158
sideways,-0.0175,-0.0032,0.0184,-0.0363,0.0543
rails,-0.031,-0.0907,0.0245,-0.0347,0.0183
disparity,0.0225,0.0107,-0.0106,-0.0062,0.0749
conceal,-0.0062,0.0393,0.0231,0.0326,0.0294
blackout,0.0399,0.0845,-0.0431,-0.0416,0.0774
tomato,0.0262,0.0427,-0.0033,0.0056,0.0199
defamation,-0.0104,0.0437,-0.0067,-0.0377,0.0242
skinny,-0.0026,-0.0256,0.0654,-0.0591,-0.0562
duel,-0.1018,-0.0519,0.0045,-0.0156,-0.1248
retailing,0.0058,-0.0479,0.0183,-0.0114,-0.0369
lamp,0.0143,0.0418,0.0039,-0.0576,0.0108
innovator,-0.0566,-0.0221,-0.0579,0.0337,-0.0357
formulation,0.0091,-0.0164,0.0532,0.0087,0.024
fury,-0.0493,0.0125,-0.0338,0.0169,-0.0191
heaviest,-0.0617,-0.0187,0.0459,-0.0127,-0.0778
persecution,-0.024,-0.0806,0.0199,-0.0413,0.1778
funk,-0.0584,-0.1587,-0.1387,0.0132,0.025
melted,0.0164,-0.0004,0.0644,0.0135,0.0207
rocking,0.0116,-0.096,-0.0518,-0.0081,-0.0848
pitted,-0.0569,-0.0115,0.0439,-0.0104,-0.0716
downfall,-0.102,-0.1312,-0.0432,-0.0164,0.0394
moderately,-0.0261,0.0567,0.0813,0.0199,0.0483
menace,-0.0846,-0.0239,-0.0504,-0.0888,0.0417
contractual,-0.0705,-0.0414,0.0516,-0.0536,0.0217
songwriter,0.012,-0.0905,-0.0233,-0.0192,0.0259
stints,-0.0764,-0.0965,0.0005,-0.0022,-0.0067
windy,0.0089,-0.0108,0.0208,0.0168,-0.014
forgiven,-0.0254,-0.0996,0.0102,0.027,0.0329
