word,gender,religion,race,age,economic
conservationists,-0.0044,-0.0873,-0.0037,-0.0242,-0.0317
blatantly,-0.0518,-0.0562,0.0033,-0.0329,0.0201
straightaway,-0.0843,0.0657,0.0376,-0.0532,-0.0728
trounced,-0.0457,-0.0319,0.0185,0.0015,0.0181
ballclub,-0.0932,-0.0508,-0.0084,-0.0136,-0.0129
amphitheater,-0.0271,-0.0349,-0.0291,0.0165,-0.0919
stool,0.0068,0.0514,-0.0137,0.0174,0.0419
flips,0.0259,0.004,-0.0005,-0.0224,-0.0398
abbreviated,0.0018,-0.058,0.0002,0.0294,-0.0357
cabaret,0.1413,0.0006,-0.0034,0.0543,-0.0354
whomever,-0.0578,-0.0136,0.0006,-0.0193,0.0131
opaque,0.025,0.0292,0.0216,0.0416,0.0018
folly,-0.0828,-0.0857,-0.029,0.0489,-0.0237
summaries,0.0226,0.0699,0.0775,0.05,-0.0377
superannuation,0.0198,0.0197,0.0686,0.0125,0.0299
exerted,-0.0594,0.0377,0.0133,0.0001,-0.0364
binge,-0.0119,-0.0571,0.0012,-0.0295,-0.0244
legit,-0.0871,-0.1212,0.0241,-0.1133,0.0372
choirs,0.0229,-0.1761,0.0271,0.0461,0.0153
node,0.0785,0.0934,-0.0037,0.0339,0.0199
mosaic,0.0375,-0.0328,0.0025,0.0376,-0.0821
uncles,-0.2076,0.0368,0.0197,-0.0066,0.0632
unclaimed,-0.0161,0.0455,-0.02,0.0411,0.1389
chests,-0.0418,0.0955,-0.0006,0.0577,-0.0591
counteract,-0.0328,-0.0599,0.0455,0.0385,0.0571
veggies,0.0697,0.0129,0.045,-0.0024,0.0139
victors,-0.0853,-0.0515,0.0308,-0.0969,0.0063
unreported,0.0398,0.0565,-0.0104,0.0304,0.098
stationery,0.0493,0.0268,-0.0312,0.0093,-0.009
naïve,0.0154,-0.0985,0.0535,-0.006,0.023
charting,-0.0077,-0.0816,-0.0628,0.0015,-0.0593
placards,-0.0197,0.0252,-0.0023,0.0358,0.0404
spammers,0.0061,-0.0034,0.0024,-0.0244,0.0665
appraisals,0.0547,-0.0109,-0.0034,0.0666,0.0152
electrons,-0.0393,0.0463,0.0017,-0.0254,0.0327
miscellaneous,-0.0001,-0.0137,0.0494,-0.0136,0.0162
distort,0.0088,-0.009,-0.0,0.0252,0.1116
witch,0.1617,-0.0368,-0.0425,0.0548,0.0663
skirmish,-0.0878,-0.0174,0.003,-0.0097,-0.0495
cardholders,0.0644,0.1117,0.0245,-0.0317,-0.0295
nervously,0.0021,0.0517,0.033,-0.0489,-0.0182
emblem,-0.0308,-0.0584,-0.0531,0.0568,-0.0579
tutorial,-0.0329,0.0556,-0.0204,-0.0397,-0.0191
selloff,0.0221,-0.0165,0.0255,0.0078,0.0638
housekeeper,0.1479,0.0197,0.0389,0.107,-0.0188
imagining,0.0167,-0.0873,-0.0319,0.0237,-0.0252
plum,0.0082,0.0106,0.0086,0.003,-0.1326
strangling,0.0728,-0.0137,-0.0173,0.0269,0.0919
forecaster,-0.0131,-0.0447,-0.0319,-0.012,0.0158
plank,-0.0112,-0.1076,0.0746,-0.0542,0.0387
rotting,-0.0494,-0.0407,0.0151,0.0535,0.1523
tutors,0.0369,-0.0002,-0.0046,-0.0159,0.0469
overpaid,-0.0367,-0.0638,0.0211,0.0134,0.1005
sipping,-0.0059,0.0225,0.0492,0.0185,-0.1486
underwrite,-0.0272,-0.0519,0.0132,0.059,0.0642
squirrels,-0.037,0.0239,0.0452,0.0017,0.0071
reared,0.004,-0.0869,-0.0139,0.0408,0.0518
mounds,0.008,0.0209,0.0394,-0.0196,0.0047
jabs,-0.0054,-0.0134,-0.0229,-0.0205,0.0016
deference,-0.0681,0.0464,0.0334,0.0332,-0.0729
pardoned,-0.0844,0.0633,0.0089,0.0176,0.0674
instigated,-0.0893,0.0019,0.0524,-0.005,0.039
elude,-0.107,-0.0305,0.012,-0.0688,0.0217
ray,-0.042,-0.1054,-0.0489,-0.0455,0.0707
antioxidants,0.0356,0.0387,0.0369,0.0077,-0.0781
trotted,-0.0249,-0.0367,-0.0208,-0.042,-0.0537
materialized,-0.0084,-0.0401,0.0242,-0.0238,0.0379
modernized,0.0181,-0.0878,0.0162,0.074,-0.0522
translations,0.0557,-0.0007,0.0424,0.0301,0.0861
retails,0.061,0.0265,0.0105,-0.0318,-0.0615
pare,0.0037,0.0269,0.0402,0.0036,-0.0022
foresees,-0.0473,-0.0487,0.0481,0.0057,-0.0023
perplexed,-0.0405,-0.0535,0.0504,0.0332,0.0315
cliche,0.0027,-0.1216,-0.0401,-0.0141,0.0393
sweaters,0.0467,-0.0608,0.0177,0.0727,0.0193
stew,-0.007,-0.049,0.0173,0.0611,0.0283
harvests,0.0089,-0.0524,-0.0098,-0.0047,0.1289
augmented,0.0272,-0.0074,0.0052,-0.0355,-0.0749
criterion,0.0068,0.0013,0.0411,0.0226,0.0605
painstaking,0.0008,-0.0231,-0.0352,-0.001,-0.1125
kernel,0.0032,-0.0353,0.0704,-0.0361,0.0719
synagogues,-0.0183,0.0964,-0.024,0.0218,-0.0038
unreal,0.0055,-0.1074,0.0458,-0.0376,-0.0446
fronted,-0.051,-0.0748,0.0865,-0.0131,-0.0879
grasses,-0.0068,0.0542,0.0106,0.01,-0.0318
experimented,-0.0222,-0.0985,-0.0136,-0.0278,-0.0179
outflow,0.0293,-0.0531,0.0267,0.038,0.0454
defenseless,-0.0103,0.0297,0.0225,-0.0057,0.1311
coasted,-0.0103,-0.0082,-0.0324,-0.0241,-0.0169
resiliency,-0.0112,-0.0776,-0.075,0.003,-0.0184
spreadsheet,0.0609,-0.0204,0.0303,0.0345,0.0033
snapper,-0.0796,0.0164,0.0273,-0.1069,-0.006
cascade,0.0835,0.0114,-0.0221,0.0171,-0.0414
censored,0.0565,0.0404,-0.0196,0.0039,0.0347
reused,0.0685,-0.0066,0.026,0.0146,0.047
breeder,0.0206,0.0835,0.0176,0.0661,-0.0406
chronicle,0.01,-0.0771,-0.0736,0.0033,0.0044
skyscrapers,-0.0244,0.1305,-0.0329,-0.001,-0.1474
befriended,-0.0725,-0.0135,0.0072,0.0103,0.0483
pulpit,-0.05,-0.1367,-0.1078,0.1215,0.0159
commentaries,-0.088,-0.0573,-0.0183,-0.0006,-0.0012
pooling,0.0472,-0.0335,0.0591,0.0473,0.0596
karate,-0.0868,0.0641,-0.0061,-0.0907,0.0147
microscopic,-0.0202,-0.0365,0.0092,0.0058,-0.0195
spider,0.0252,0.0739,-0.0106,0.002,-0.0566
correctional,-0.0096,-0.0269,-0.0458,-0.0065,0.0856
contagion,0.0446,-0.0375,0.013,-0.0275,0.0902
countrywide,0.0132,0.0649,-0.1059,-0.0081,0.1369
hash,-0.0632,-0.0285,0.0275,-0.0444,-0.0072
heavens,-0.0654,-0.0961,-0.0183,0.0064,-0.0029
subcontractor,-0.018,0.0101,0.0026,0.0138,0.1248
atrocious,-0.031,-0.0138,-0.0055,-0.023,0.1198
libertarian,-0.0558,-0.1446,0.0355,0.0016,-0.0077
strenuous,-0.0042,0.0166,0.0188,0.0106,-0.0489
uploading,0.0199,0.0657,-0.0025,-0.0214,-0.0074
pronouncements,-0.0532,-0.0276,-0.0488,0.0653,0.0334
haunts,-0.055,-0.0419,-0.0189,0.0474,0.0352
font,-0.0006,-0.0206,0.0502,-0.0129,0.0171
linguistic,0.0699,0.0081,0.0977,-0.0186,0.0284
signatories,-0.0282,-0.0299,0.0728,0.004,0.014
coincidentally,-0.0775,-0.04,0.0321,0.0507,-0.0755
knitting,0.2115,-0.0063,-0.0203,0.1286,0.0199
belligerent,-0.1178,0.0552,0.0398,-0.024,0.0172
dispensed,-0.0359,-0.028,0.0219,0.0353,0.0042
shepherd,-0.0775,-0.0935,-0.0035,0.0176,0.0602
audible,-0.0092,0.055,0.0143,-0.0095,-0.0548
workflows,-0.0356,0.014,0.0081,-0.0205,-0.0353
abetting,-0.0359,0.0221,0.0554,0.0168,0.0497
resonated,0.0072,-0.0983,-0.0795,0.0269,-0.0446
loonie,0.0296,0.0077,0.0532,0.0053,-0.0046
mammograms,0.18,0.0135,-0.0143,0.1092,0.0988
queuing,0.0019,0.0083,0.0498,0.024,0.0465
bum,-0.023,0.0084,0.0154,-0.0034,0.0858
faithfully,-0.0159,-0.1413,-0.0472,0.0289,0.0335
pierced,0.0327,-0.0186,-0.0023,-0.0192,-0.0447
gunbattle,-0.0717,0.126,-0.0209,-0.0087,-0.0899
renders,0.0126,-0.0031,0.0293,-0.0176,0.1051
hoist,-0.0971,-0.0652,-0.0124,-0.0066,-0.0404
migraine,0.0268,0.0079,0.0491,-0.0188,0.0262
clamor,-0.0381,0.0093,-0.0453,0.0023,-0.0456
liberalism,-0.0244,-0.1392,0.003,0.0497,0.0222
mysteriously,-0.0392,-0.0509,-0.0161,0.0077,0.0297
titanium,-0.0295,0.0241,-0.0016,-0.0405,-0.1405
communicates,0.0375,-0.0167,-0.006,-0.0221,-0.0097
deceiving,-0.0151,-0.0667,0.0312,0.0182,0.0418
telescopes,0.0031,-0.0327,0.0474,0.022,-0.0607
defies,-0.0051,-0.04,0.021,0.006,0.0419
imitation,-0.0921,-0.0598,0.0015,0.0184,0.0367
adaptable,-0.0297,-0.0257,0.015,0.0261,-0.1029
fabled,-0.1475,-0.0897,-0.0433,0.0511,-0.1776
peeled,-0.0055,-0.0206,0.0437,-0.0121,-0.0506
dishing,0.0009,-0.0054,-0.0208,-0.0223,0.0367
democrats,0.0322,-0.0123,0.0523,-0.0258,0.0778
swords,-0.0977,0.0145,0.0145,-0.0321,-0.0665
motorized,-0.0091,-0.0057,0.0435,0.0034,-0.0154
reconstructed,0.0314,-0.0649,0.0299,0.028,-0.0065
starve,0.0381,0.0253,-0.0209,0.0002,0.2014
heartened,-0.0087,-0.0401,0.0026,0.0333,-0.0064
mellow,-0.0235,-0.0321,0.0361,-0.01,-0.1724
degraded,0.0079,0.0129,0.0396,0.0384,0.1073
squirrel,-0.0217,0.0543,0.0359,0.0204,0.0034
deserts,-0.0055,0.0975,-0.0295,-0.0439,0.0559
crooks,-0.0714,-0.0416,0.0026,0.0144,0.0425
roughing,-0.0636,-0.004,0.03,-0.0418,-0.0761
cosmic,-0.0547,-0.0579,-0.0005,-0.0237,-0.0372
dissuade,0.0057,-0.0253,0.0137,0.0429,0.0401
dodgy,-0.0738,-0.0824,0.0741,-0.017,0.0472
bulldozer,-0.0527,0.0543,-0.0017,-0.0422,-0.0115
insolvent,-0.0082,-0.109,0.0343,0.0301,0.2377
goggles,-0.0498,0.093,0.035,-0.0971,0.0229
monk,-0.0872,-0.0004,0.0781,0.0606,0.1015
plastered,-0.0375,-0.0066,0.0573,0.0259,-0.0584
measles,0.0277,-0.0049,0.0405,0.0088,0.0954
bible,-0.0046,-0.1712,-0.0296,-0.0141,0.0623
horseback,-0.061,0.0212,0.0227,0.0221,-0.0653
dedicating,-0.006,-0.0618,-0.1022,0.0237,-0.05
topless,0.1235,0.0571,0.0152,0.003,-0.0468
fuming,-0.0399,0.0627,0.0144,0.0058,-0.0169
communique,0.0182,0.0261,0.0163,0.0025,0.0285
pancakes,0.0167,-0.0121,0.0966,0.0026,-0.0121
entrees,0.0566,0.0292,0.0929,0.0312,-0.1008
renewals,-0.0204,-0.0449,0.0623,0.0199,-0.068
techno,-0.0351,-0.0768,-0.0195,-0.0363,-0.0176
fancied,-0.0027,0.0172,0.0361,-0.0148,-0.0728
peasants,-0.0081,-0.0296,0.0121,-0.0025,0.197
barricaded,0.0055,0.0263,-0.0222,0.0067,0.0173
rebounder,0.0832,0.0634,0.003,0.001,0.0237
adored,0.0141,-0.0655,0.0309,0.0378,-0.0574
stacking,-0.0308,-0.0756,0.0243,0.0044,-0.0217
rabbis,-0.0164,0.0457,-0.0027,-0.0037,0.0009
steaks,-0.0271,0.0154,0.082,-0.0118,-0.0833
methodical,-0.0728,-0.0411,0.0339,-0.0434,-0.1161
demon,-0.0552,-0.1055,-0.0279,-0.0396,0.0004
sweetened,0.0216,-0.0123,0.0228,0.033,-0.0214
viagra,0.0778,0.0371,0.032,-0.0234,0.0643
boo,-0.0843,-0.0205,0.0086,-0.0157,0.0588
blinds,0.0128,0.1017,0.0811,0.008,-0.0056
occupiers,-0.0485,0.211,0.107,0.0222,0.0354
debutant,-0.1589,-0.0219,0.0647,-0.1824,-0.0274
recital,0.0922,-0.0284,-0.005,0.0248,-0.0598
carted,-0.0807,0.0209,-0.0153,0.0123,-0.0041
dope,-0.0528,-0.009,-0.0826,-0.0437,0.0648
motorsport,-0.0304,-0.0053,0.0789,-0.0074,-0.0831
churned,0.0078,-0.0407,-0.0556,0.0239,0.0017
cottages,0.024,-0.0626,0.0686,0.0363,-0.033
ancestral,-0.0151,0.0317,0.0225,0.0724,-0.0478
referencing,-0.0013,-0.0523,-0.0101,0.0281,-0.0143
pausing,0.0179,0.002,-0.0004,-0.0025,-0.0405
verticals,0.0105,-0.0302,0.0016,-0.0524,-0.0443
inductees,-0.0453,-0.0572,-0.0217,0.0391,-0.1345
snippets,-0.0064,0.0032,-0.04,0.0166,-0.045
crooked,-0.101,-0.0315,-0.0282,0.0421,0.036
workloads,-0.0139,-0.0025,0.0405,-0.0413,0.0346
escorts,0.0051,0.0792,0.013,-0.0043,-0.0937
tsunamis,0.0539,0.0239,-0.008,0.0041,0.0536
automating,0.0249,0.0012,-0.0031,0.0275,0.0199
closeness,0.0194,-0.1037,0.0304,0.0415,-0.1345
reaffirms,0.0118,-0.0365,-0.003,0.0104,-0.028
smartly,-0.0533,0.0183,-0.0396,-0.069,-0.1268
shenanigans,-0.0784,-0.0937,-0.0691,0.0186,-0.0733
wrongs,-0.0086,-0.0595,-0.0578,0.0057,0.0645
grudge,-0.0904,0.0081,0.0314,0.0098,-0.0145
defection,-0.0992,-0.0959,-0.0149,-0.0212,0.0109
disciples,-0.1996,-0.1813,-0.0142,0.0296,0.0417
disingenuous,-0.0121,-0.0718,0.0412,0.0554,0.08
corrective,0.0494,-0.0502,-0.0251,-0.0051,0.0652
lures,-0.0655,-0.008,-0.0212,-0.0083,-0.0775
prairie,0.0607,-0.0691,0.0242,0.0272,-0.0273
paternity,0.0053,-0.0622,-0.0081,-0.0333,0.0853
detaining,-0.0218,0.1733,0.0592,0.0071,0.0636
lifeguard,-0.0087,-0.0163,0.0124,-0.0277,0.0034
kilo,0.0085,0.0923,0.0622,-0.0548,0.0352
heinous,-0.0115,0.0492,-0.017,-0.0075,-0.0349
delusional,-0.0225,-0.0635,0.0146,-0.0102,0.0972
inhabit,0.0315,-0.0737,-0.0097,0.0077,-0.0237
dismissals,-0.0844,-0.0673,0.0255,-0.0546,0.0696
humming,0.018,-0.0428,-0.0429,-0.0019,-0.0435
cod,-0.0445,-0.0868,0.1251,-0.0227,0.0836
crocodile,-0.0201,0.0698,-0.01,0.0103,-0.0335
remix,0.0013,-0.0024,-0.0595,-0.0706,-0.0377
suitor,0.043,-0.0121,0.0555,-0.0032,0.02
manuals,-0.0428,0.0907,0.0353,0.0158,0.043
objectively,-0.014,-0.002,0.0625,0.0083,0.0749
mystical,-0.0176,-0.1291,-0.0024,0.0228,-0.0957
woken,0.019,0.0017,0.08,-0.0419,0.0107
childish,-0.0536,-0.0094,0.042,-0.0168,0.0477
elaborated,-0.0306,-0.0013,0.0169,-0.0296,-0.0266
chick,0.1522,-0.0323,0.0415,-0.0432,0.0569
woodland,0.0292,-0.0075,0.0915,0.0189,-0.0111
geeks,-0.0345,-0.0864,0.0274,-0.0378,-0.0021
kennel,0.0573,0.0937,0.0112,0.0015,-0.0004
oilsands,0.0192,0.0406,0.0523,-0.0258,-0.064
indexed,-0.0012,0.0436,0.0227,0.0606,0.0254
pucks,-0.0118,0.0294,0.0109,0.0101,0.0126
observatory,0.003,-0.0016,0.0458,0.0788,-0.0508
blooming,0.0703,-0.0443,0.0173,0.0501,-0.1376
deceit,-0.0087,-0.0218,-0.0045,0.0492,0.0159
underfunded,0.0644,-0.0348,-0.0093,0.0739,0.2064
receding,-0.0008,-0.0451,0.071,-0.0045,0.0355
wardens,-0.0433,0.0447,0.0276,0.0526,0.071
volunteerism,0.067,-0.0748,-0.1267,0.0659,0.0627
cleans,0.0347,-0.0073,0.0211,-0.0106,0.0181
rave,-0.0007,-0.0753,-0.0173,-0.0607,-0.0693
traitor,-0.1205,-0.0002,0.0263,0.0186,0.0602
legislate,-0.0109,-0.0278,0.0461,0.0324,0.0409
inhuman,-0.039,0.0828,-0.0169,0.0003,0.1188
conspicuous,-0.0447,0.021,0.0279,0.0355,-0.1751
overpriced,-0.004,-0.065,0.0555,0.0523,-0.0047
jargon,-0.0249,-0.004,0.0149,0.0035,0.0572
punting,-0.0927,-0.0189,-0.0406,-0.0305,0.0397
fragmentation,0.0205,-0.0406,0.0267,-0.0208,0.0715
lumps,-0.0045,-0.0541,0.0455,0.0312,0.0064
supermodel,0.1664,0.0215,0.0684,-0.044,-0.1026
pollen,0.0447,0.0163,0.0732,0.0148,0.0115
stitched,0.0231,-0.0243,-0.0024,0.0301,-0.0461
heeded,-0.0698,0.0251,-0.027,0.0249,0.0492
projectors,0.0175,0.0039,0.0077,-0.0153,-0.0432
papal,-0.013,-0.019,0.0785,0.137,-0.055
broccoli,-0.0084,0.088,0.0655,0.0152,-0.0305
buoy,0.0188,-0.0783,-0.0264,0.0119,0.0176
cr,0.0113,-0.01,0.0445,-0.0544,0.0299
unintentional,-0.0079,0.0325,0.0236,-0.0231,0.077
archipelago,-0.0069,0.049,0.0022,0.0337,0.0615
bak,0.0331,0.0602,-0.0265,-0.0326,0.0236
channeling,-0.0181,-0.0854,-0.0556,0.0261,0.0339
overrated,-0.0459,-0.1245,-0.015,-0.0068,-0.0006
likable,-0.0512,-0.1064,0.0447,0.0019,-0.0231
showbiz,0.0659,-0.0526,0.0072,-0.0339,-0.0316
detector,0.0599,0.0902,0.0159,0.0264,-0.0075
numbering,-0.025,0.0418,0.0481,0.0057,0.052
lags,0.0309,0.0076,-0.0015,0.0407,0.0554
hamlet,0.0288,-0.0114,0.0151,0.0523,0.0957
winningest,-0.0549,-0.0597,0.0373,0.0949,-0.0084
backstop,-0.0265,-0.0301,0.036,-0.0427,0.0674
corrupted,-0.0355,-0.093,-0.0267,0.0323,0.1151
racy,0.072,0.0387,-0.0131,0.0466,-0.1727
epitome,-0.0429,-0.114,-0.0153,0.0131,-0.1085
pedophile,-0.0424,-0.0525,0.076,0.0134,0.069
nyse,-0.0224,-0.0081,-0.0153,0.0441,0.0829
teaser,0.0086,0.0336,0.0182,-0.0434,-0.0672
recklessly,-0.064,0.0214,0.0004,-0.0413,0.047
brothel,0.0754,0.0359,0.0188,0.0416,0.0294
afar,-0.0193,-0.0057,0.0055,0.0317,-0.0879
civilizations,-0.0464,0.0671,0.09,-0.0114,0.0029
wayside,-0.0254,-0.0798,0.029,-0.0021,0.0824
boulders,-0.0195,0.0009,0.0452,-0.0291,-0.031
frills,0.0351,-0.0308,0.0504,0.0058,-0.1125
consented,0.0364,0.039,0.0958,0.0226,0.0163
downbeat,0.0155,-0.0275,0.0085,-0.0146,0.001
refunded,0.0104,0.0036,0.0441,0.0385,0.0451
shatter,0.0241,-0.029,0.0064,-0.025,0.0336
untenable,-0.0473,-0.0457,0.0283,0.0272,0.1066
bewildered,-0.0514,0.0134,0.0375,-0.022,0.0862
lofted,-0.062,-0.0547,0.0544,-0.0957,-0.069
polo,-0.0369,0.088,-0.0271,0.0313,-0.1445
mettle,-0.0376,-0.0989,-0.0468,-0.0507,-0.0211
boardwalk,0.0211,0.013,-0.017,0.0244,-0.0706
excursions,0.0113,-0.092,0.0022,0.0128,-0.1215
structuring,-0.037,-0.0249,0.0099,-0.0281,-0.035
idled,0.0142,-0.0106,-0.0085,0.0074,0.1007
decliners,-0.0154,0.0085,0.0545,0.0169,0.0217
strolling,-0.0251,0.0182,0.0134,0.0136,-0.1393
footnote,-0.0215,-0.0075,0.0078,0.0311,0.0638
raking,-0.0749,-0.019,-0.0515,-0.0567,-0.017
offsets,0.001,-0.0725,0.0231,0.0022,0.012
punted,-0.1034,-0.0303,0.0045,-0.0265,-0.0217
lieutenants,-0.1685,0.0529,0.0354,0.0333,-0.0782
felled,-0.1271,-0.0478,0.0126,-0.0381,0.0115
bearings,-0.0577,-0.0752,-0.0136,0.0222,0.0308
boroughs,0.0321,-0.0098,0.0099,0.0337,0.0438
sewn,0.0779,-0.0429,-0.0075,0.0569,-0.0402
pretrial,0.0344,0.0281,0.0485,-0.0421,0.0136
idols,-0.1145,-0.0777,0.0074,-0.0556,-0.0725
provost,0.0299,0.0516,-0.0126,0.1095,-0.0385
sportsman,-0.1928,0.0143,0.0765,-0.018,-0.0466
sleet,0.0015,-0.046,0.0386,0.018,0.0693
infertility,0.1238,0.0105,0.0201,0.0119,0.0761
conquest,-0.0498,-0.0894,0.0536,-0.0373,-0.0524
fluffy,0.0858,0.0233,0.0899,-0.0047,-0.1065
wholesaler,-0.0382,0.0187,0.0108,0.015,0.0477
reformers,0.0158,0.0184,-0.0013,0.0646,0.0352
indict,-0.0482,-0.0135,0.0119,-0.009,0.0529
outnumber,-0.0039,-0.0272,0.0653,0.013,0.0306
mating,0.0172,0.0261,0.0252,0.0076,-0.1082
outlay,-0.0834,-0.029,0.024,0.0124,-0.0294
darts,-0.0642,0.0046,0.027,-0.0025,0.0016
procured,-0.0113,-0.0181,-0.0008,-0.0245,0.021
biker,-0.0436,-0.0132,0.0442,-0.0319,0.0211
pigeons,-0.0872,0.0823,0.0295,0.0477,0.0377
softness,0.0756,-0.0167,0.0197,0.0268,-0.0946
hut,-0.0499,0.0413,0.026,-0.002,0.0897
fosters,0.0476,-0.0465,-0.0478,0.0389,0.0013
discord,-0.0074,-0.0323,-0.018,0.0371,0.0211
restarting,-0.0137,-0.0576,0.0316,-0.0004,0.0911
closets,0.0921,0.0097,-0.0218,0.0089,-0.0053
precedence,-0.0109,-0.0233,-0.0129,-0.0271,0.0137
spaghetti,-0.0035,-0.0419,0.062,0.0052,0.0459
rejoice,-0.0205,-0.1196,-0.0345,-0.0172,-0.0381
huh,-0.0452,-0.0165,0.0093,-0.0264,-0.0231
drier,0.0148,-0.0067,0.0559,0.0028,0.0129
schoolers,0.0192,-0.0503,0.0308,-0.013,0.0721
zoos,0.0425,0.0175,-0.0251,0.0107,0.0491
erroneously,-0.0226,0.008,-0.0285,-0.003,0.1057
stiffer,-0.0211,-0.0226,0.0138,-0.0283,-0.1063
glitzy,0.0367,0.0041,0.0042,-0.02,-0.2574
chewed,0.0042,0.0497,-0.0259,-0.0015,-0.0058
disbursed,0.0237,0.0671,-0.0295,-0.0157,0.1338
commenter,0.0218,0.0631,0.0221,-0.0486,0.0408
dole,-0.0283,0.0643,-0.0037,0.0048,0.1762
archrival,-0.0707,0.0193,0.0182,0.0506,-0.0881
gratified,0.0,-0.0099,-0.0456,0.0292,-0.0953
triangular,0.0036,-0.0449,0.0218,0.0087,-0.0941
buffs,-0.0375,-0.071,-0.0092,0.0216,-0.0855
skateboarding,-0.1039,-0.0666,-0.0265,-0.0726,0.0381
stent,-0.0161,0.0147,-0.008,0.0413,-0.0087
receptors,-0.0167,0.0362,0.0785,-0.014,-0.0305
coffins,0.0267,0.0439,-0.0013,0.0286,0.0203
physiological,0.0531,-0.0196,0.0857,-0.0424,-0.0038
swarming,-0.0508,-0.0329,-0.0167,-0.0489,-0.0568
tribunals,-0.04,-0.0097,0.0139,0.0182,0.0988
locomotive,-0.0262,-0.1268,0.0049,0.0173,-0.0204
distortions,0.0215,-0.0165,-0.0139,0.0389,0.1139
complicit,0.0164,-0.0164,0.024,0.002,0.0685
benchmarking,0.059,0.0113,0.0141,0.069,-0.0162
forgettable,-0.0296,-0.1078,0.0435,-0.022,0.0492
acupuncture,0.1019,0.013,0.0257,-0.0375,0.0282
dialogues,0.0461,0.0585,-0.0481,0.0013,0.0383
unlocking,-0.0398,-0.0746,-0.0305,-0.0258,0.0101
volcanic,-0.0479,0.0217,0.0648,0.0466,-0.0432
panicking,0.004,0.0055,0.0331,-0.0142,0.0644
periphery,-0.039,-0.0551,0.0563,-0.0102,0.0747
inconceivable,-0.0577,-0.0511,0.019,0.0458,0.0242
renegade,-0.1049,-0.0439,-0.039,0.0148,-0.0115
faking,-0.0288,-0.0058,0.0336,-0.0499,0.0822
uncharacteristic,-0.0336,-0.0451,-0.0087,-0.0138,-0.0837
sprinklers,0.0163,0.0135,-0.0465,0.0142,-0.0429
wobbly,0.014,-0.0808,0.0085,-0.0276,0.0717
sender,-0.003,0.0178,0.0315,-0.0353,0.0288
drywall,-0.0241,0.005,0.0158,0.0119,0.0726
dazed,-0.053,-0.0139,0.0601,-0.0576,0.0779
heighten,0.0005,0.0003,0.0233,-0.0055,-0.0553
breakfasts,0.0534,-0.0777,0.013,0.1029,-0.0065
unbalanced,-0.0076,-0.0528,0.0612,0.0182,0.07
racetracks,-0.0478,0.0125,0.009,0.0816,0.0009
trey,0.047,-0.0725,0.0081,-0.09,-0.0142
reds,-0.0739,-0.0226,0.0865,-0.0287,-0.1079
shrinks,0.0138,0.0093,0.04,0.0021,0.0538
lashing,-0.0469,-0.0007,-0.0398,-0.009,0.0446
ss,-0.0056,-0.0147,-0.0172,-0.0249,0.0561
blockbusters,-0.0176,-0.0373,0.0033,-0.0393,-0.023
suppressing,-0.0045,0.0281,0.0221,-0.0044,0.0672
skeletons,-0.0373,-0.0632,0.0154,0.0047,0.0094
dined,-0.0304,-0.0097,0.0659,0.0434,-0.1745
fatigued,-0.0255,-0.0253,0.0486,-0.0294,0.0161
wholeheartedly,-0.0248,-0.1284,0.0124,-0.0287,0.0236
flimsy,0.0158,-0.0083,0.0332,0.0006,0.0744
interpreters,0.055,0.0825,0.0362,0.0318,0.0755
seabed,0.0346,0.0021,0.0559,0.0166,0.0313
apron,0.036,0.0555,0.0064,0.0237,-0.0119
stoned,-0.0651,0.0387,0.005,-0.0035,0.0382
cloak,-0.0117,0.0732,0.0431,0.0567,-0.0333
gen,0.0221,-0.003,0.0568,-0.03,-0.0612
potency,-0.0536,-0.0732,0.0219,-0.0538,-0.0767
inexcusable,-0.0713,0.0004,-0.0328,0.0552,0.0194
laments,-0.0197,-0.0573,-0.0585,0.036,0.0749
adhered,-0.0388,-0.0102,0.0621,0.0087,0.0163
doubting,-0.0786,-0.0846,0.0036,-0.0166,0.0127
mediums,0.0469,-0.0569,-0.0471,-0.0021,-0.0131
syringes,0.0256,-0.0236,0.0105,-0.025,0.0559
wane,-0.0592,-0.0591,0.0075,0.0047,-0.0046
reusable,0.0957,-0.0241,0.0065,0.047,-0.0083
embody,0.0229,-0.1373,-0.0358,0.025,-0.0713
teed,-0.0662,-0.044,0.0417,-0.0285,-0.0541
sap,0.0173,-0.0707,0.0091,0.0358,0.035
inventing,-0.036,-0.0829,-0.0165,0.0084,0.0497
lingers,-0.012,-0.0092,0.012,0.06,0.031
hops,-0.0471,-0.0626,0.0228,-0.0428,-0.102
saints,-0.0316,-0.1843,0.0234,0.0969,0.0494
overjoyed,0.0066,-0.0259,0.0114,-0.0359,-0.0422
blockers,-0.0001,0.0077,0.0349,-0.0798,-0.0491
fiancé,0.0651,-0.0376,0.0648,-0.0757,-0.0132
minibus,-0.0116,0.0881,0.0433,0.0125,0.0419
resided,0.0286,-0.0327,0.01,0.0806,0.0441
inexplicable,-0.0172,-0.0732,-0.0345,0.0267,0.046
disqualify,-0.0219,0.0132,0.0251,-0.0032,0.0884
heeled,0.029,-0.0113,0.0717,0.0007,-0.229
hazing,-0.0552,-0.0013,0.0168,-0.0627,0.0371
sock,-0.0148,-0.0265,-0.0191,0.0027,0.0405
evaded,-0.1209,-0.0184,0.006,-0.0626,0.014
