word,gender,eco,race
shrine,-0.0955,-0.017,0.0349
onslaught,-0.0176,0.0932,0.0336
intermission,0.0314,-0.0219,-0.0202
redistribution,-0.0147,-0.0216,-0.0074
resurgence,-0.102,0.0632,-0.033
roadside,0.0253,0.0575,0.0153
depicted,0.0188,-0.0513,-0.0298
rulers,-0.0315,0.0009,-0.0909
snake,-0.0634,-0.0823,-0.0484
herd,0.0009,0.0129,0.0033
influenza,-0.0052,0.0148,0.0142
retract,-0.0672,0.0482,0.0062
arsenal,-0.0899,0.0082,0.005
onstage,0.0672,0.0031,-0.0002
jeopardize,-0.0445,0.0718,-0.0074
manpower,-0.0576,0.0832,-0.0018
shortcomings,-0.0722,0.2124,0.0264
rationale,-0.0428,-0.0031,0.0004
nutrients,0.0758,-0.0047,-0.0313
footwear,0.0443,0.0953,-0.0149
buildup,-0.0676,-0.0013,-0.0085
dentist,-0.0101,-0.0372,-0.0252
antenna,-0.0024,0.0897,0.0074
substantive,0.0122,-0.0309,0.0176
roommate,-0.0395,-0.0302,0.0221
terrified,0.0854,0.0729,-0.0239
mediocre,-0.1446,0.2475,-0.0153
clad,-0.0017,-0.0104,0.0692
vigorous,0.0262,-0.036,-0.0049
coastline,0.0073,-0.0327,0.0271
inhabitants,-0.0094,0.1228,0.0162
unfamiliar,-0.0435,0.0921,-0.0299
respiratory,0.0144,0.0971,0.0179
viral,0.003,-0.042,-0.0103
humidity,-0.0277,0.0144,-0.019
pinpoint,-0.0934,0.0701,-0.0343
warmth,0.0412,0.0446,-0.0232
shrugged,-0.0739,0.0918,-0.0317
volley,-0.0402,-0.0156,0.0079
unlock,-0.0421,-0.0076,-0.0261
foolish,-0.1461,0.013,-0.0712
flush,-0.0307,-0.0747,0.0049
shortened,-0.0415,0.0871,0.0235
ambush,-0.0473,0.0273,-0.0061
turbulent,-0.0261,0.0639,-0.0714
softer,0.0238,0.0384,0.0044
counterfeit,-0.0038,0.0589,0.0093
hijacked,-0.0091,-0.0675,0.0295
sterling,-0.056,0.0826,0.0482
whales,0.0144,-0.0009,0.0416
static,-0.0163,0.0069,0.0379
pulse,-0.0033,-0.0849,-0.031
lefty,-0.1212,-0.0003,0.0405
deflation,-0.0482,0.0281,0.0462
fist,-0.1241,0.0379,0.006
stalemate,-0.0773,0.0935,-0.0136
outperform,-0.0188,-0.0289,0.0626
centric,0.0539,-0.1577,-0.0116
circular,0.0077,-0.0266,0.0038
mathematics,0.0058,0.0406,-0.035
lid,-0.015,-0.038,-0.0047
haunted,-0.0051,0.0304,-0.0337
scoop,-0.0022,-0.0786,-0.02
amassed,-0.0482,-0.1082,0.0093
synergies,-0.0331,-0.0581,0.0217
crippled,0.0102,0.2465,-0.0048
lashed,-0.0489,0.129,-0.0508
flourish,-0.1001,0.0464,-0.0121
queries,-0.0044,0.0381,0.0295
rogue,-0.0566,-0.0379,-0.0377
mistaken,-0.0525,0.0339,-0.0243
rep,0.0536,-0.0504,-0.0142
insane,-0.0714,0.0053,0.0243
aforementioned,-0.0099,-0.0043,0.0513
brewing,-0.0202,-0.0917,0.0425
ministerial,0.039,0.0284,-0.0
wastewater,0.0023,0.0199,0.0367
butterfly,0.0899,0.0176,-0.0667
debacle,-0.0602,0.1104,-0.0144
handheld,0.0317,0.0112,-0.0081
polished,-0.0496,-0.038,0.0332
pegged,-0.0797,0.0322,0.0121
magnetic,-0.0055,-0.0395,-0.0087
referral,0.035,-0.0181,0.0067
submarine,0.0019,-0.0078,0.0364
issuer,0.0455,-0.007,-0.019
imagery,0.0345,-0.0364,-0.0337
crap,-0.1135,0.0327,0.0267
bin,-0.0378,0.0793,-0.0277
bumper,-0.045,0.0246,0.0406
insulin,0.0395,0.0286,0.0161
antique,0.03,-0.0937,0.0107
motto,-0.0212,-0.0134,-0.0203
niece,0.1451,0.0166,-0.0819
counterterrorism,-0.0586,0.0247,-0.0058
gravel,0.0021,0.0623,0.0112
breeze,0.0093,-0.0295,0.0285
vigilant,0.0078,-0.1039,-0.0566
gut,-0.0923,0.0053,0.0034
evidenced,0.0377,0.0263,0.0127
balcony,-0.047,-0.0527,0.0247
login,0.0799,-0.0231,-0.0353
buoyed,-0.0043,0.0197,0.024
thigh,-0.0709,0.0538,-0.0163
width,-0.0416,-0.003,-0.0199
sunset,-0.0028,-0.1388,0.0695
contemplated,-0.0053,0.0134,0.0085
knives,-0.0502,-0.0624,0.0411
multitude,-0.0057,-0.0326,-0.0073
swallow,-0.0452,0.014,-0.0103
condolences,-0.0594,0.0089,-0.0942
entrepreneurial,0.0331,-0.1103,-0.0363
illicit,0.0508,0.0312,-0.107
meaningless,-0.0703,0.1157,0.0481
ripe,-0.0211,-0.0447,0.0076
lamented,-0.0496,0.1315,-0.0977
devil,-0.0913,0.0147,-0.0577
nuisance,-0.0643,0.068,0.0323
offline,0.0846,-0.0466,0.0658
gunpoint,-0.0205,-0.0101,0.0152
fledgling,-0.0117,0.0533,-0.0401
insulation,0.0042,0.0642,0.0288
feast,-0.0286,-0.0274,-0.0166
asphalt,0.0064,0.0386,-0.0085
sleek,0.0467,-0.1199,0.0331
pasta,0.0086,-0.039,0.0204
beleaguered,-0.1101,0.1954,-0.0545
slaves,0.0223,-0.0161,-0.0388
shiny,-0.0262,-0.0729,0.046
grenade,-0.0523,0.0285,0.0055
midweek,-0.0865,0.0308,0.0734
simplicity,0.0182,-0.0456,0.0484
rethink,-0.0291,0.005,0.0141
prepaid,0.0408,-0.0204,-0.0115
cardiac,-0.0218,0.051,-0.0249
override,-0.0001,-0.0431,0.0494
spawned,0.0722,-0.0047,0.0296
refrigerator,0.0495,0.0623,0.0526
withholding,0.0119,0.0131,-0.035
empowerment,0.1502,0.1279,-0.1999
glamorous,0.1835,-0.1397,-0.0511
heroic,-0.0865,0.0638,-0.0422
coffers,-0.0404,-0.059,-0.0599
infusion,-0.0246,0.0015,-0.0308
supreme,-0.0727,0.0084,0.0418
pageant,0.2553,0.0658,-0.099
watershed,0.0045,0.0539,-0.0124
compulsory,-0.0052,0.0726,0.0564
belly,0.011,0.0006,-0.0554
dent,-0.0371,0.1225,0.0245
vicinity,-0.0652,0.0121,-0.0441
aesthetic,0.0739,-0.0384,-0.0047
strapped,-0.0519,0.0546,0.0409
lent,0.0057,-0.0235,0.0235
lavish,-0.0114,-0.1234,-0.0073
veterinarian,0.0308,0.0529,-0.0643
tractor,-0.0464,-0.0171,0.0204
spearheaded,0.014,-0.0111,-0.0083
backstage,0.0493,0.01,0.016
drank,-0.0352,-0.1081,0.0508
compliment,-0.0862,-0.064,0.0293
handicap,-0.0376,0.0668,0.0066
hygiene,0.0843,0.2485,-0.0278
vain,-0.0366,0.0996,-0.0332
selfish,-0.0968,0.0003,-0.1003
begging,-0.05,0.1561,-0.0439
fewest,-0.0387,0.0948,-0.0465
appraisal,0.0094,-0.0648,0.0264
straw,-0.018,0.0121,0.0122
subpoena,-0.006,-0.0618,-0.0138
entrants,0.0664,0.018,0.0372
crane,0.0079,-0.0482,-0.0139
defunct,-0.0003,0.0182,-0.0199
tattoo,0.0337,-0.0059,-0.052
firsthand,0.0079,0.0403,-0.0476
divers,0.01,-0.0247,0.0147
scenic,0.0344,-0.0783,0.0293
raft,0.0075,-0.0049,0.1069
billboards,-0.0025,-0.0027,-0.0174
outburst,-0.1014,0.0561,-0.0419
sacrificed,-0.0341,0.0664,-0.013
reconcile,0.0528,-0.0158,-0.039
unlucky,-0.0947,0.101,-0.0637
unrealistic,-0.0108,0.0401,0.0032
extortion,-0.0268,-0.063,-0.0245
biodiesel,0.0083,-0.0226,0.0257
unfavorable,0.0006,0.1942,0.0462
lbs,-0.033,0.0379,0.0016
profanity,-0.062,0.0526,-0.0285
longevity,-0.0015,-0.0707,-0.0008
citations,0.0064,0.0576,0.0178
forestry,-0.0627,0.0636,0.0091
downward,0.0348,0.0844,-0.0168
upload,0.0379,-0.0304,-0.0005
noble,-0.0123,-0.0143,-0.1052
malware,-0.0103,-0.0299,0.0099
bush,-0.0722,0.0607,-0.0644
ubiquitous,0.0265,-0.0783,0.0484
defects,0.0088,0.1692,0.0625
ecological,0.0495,0.0106,0.0097
kidnappers,-0.0212,-0.0579,-0.0017
accolades,0.0082,-0.0402,0.0082
lopsided,0.0038,0.0633,-0.0169
atrocities,-0.0061,0.0672,-0.022
crossbar,-0.0391,0.0444,0.0055
gossip,0.1014,-0.0896,-0.068
telecast,-0.0567,0.115,-0.0351
outer,0.0085,0.0009,0.0417
curator,0.0474,-0.105,-0.033
exaggerated,-0.0157,0.0054,-0.0102
swearing,-0.0587,0.0688,-0.0682
weed,-0.0474,0.0768,-0.044
massage,0.091,-0.1141,0.0163
slope,-0.0521,-0.001,0.0269
standby,-0.0748,0.0102,0.063
tailback,-0.1099,-0.0027,-0.0187
diameter,0.0371,-0.0331,-0.0148
choked,-0.0082,0.1278,-0.0191
differentiate,0.0341,-0.1155,0.0942
forfeit,-0.0767,-0.0303,-0.0091
wolves,-0.071,0.0568,0.0455
forty,-0.036,-0.0146,0.0039
pardon,-0.1074,0.0121,-0.0422
defiance,0.0089,0.1328,-0.0402
packet,0.0494,-0.0346,0.0172
botched,-0.0335,0.2172,-0.0145
melt,0.0463,-0.0001,0.0277
haven,0.0024,-0.1072,-0.0346
ribs,-0.1236,0.0127,-0.0383
turbines,-0.0079,-0.0227,0.0228
conductor,-0.0633,-0.0265,0.0543
chill,0.0044,-0.0002,0.0151
quirky,0.0259,-0.0394,-0.0004
allotted,-0.046,0.0546,0.022
deepest,-0.0506,-0.0397,-0.002
curiosity,-0.0024,-0.002,-0.0591
assortment,-0.0175,-0.0112,-0.011
southbound,0.0301,-0.0141,0.0275
dime,-0.0318,-0.1074,-0.0612
urine,0.0133,0.0859,0.0447
badge,-0.0934,-0.0156,-0.0112
ineligible,-0.1418,0.1435,-0.033
cozy,0.0472,-0.1703,0.0573
snapshot,0.0217,0.0217,-0.0354
dense,0.0378,-0.0818,0.0069
skiers,0.0347,0.0059,0.0698
paycheck,-0.0171,0.008,-0.0334
guerrillas,-0.0457,0.1604,0.0208
nude,0.1481,-0.1005,0.0255
prince,-0.0636,-0.0438,-0.0524
pediatric,0.0274,0.1597,-0.0688
soda,0.0067,-0.1022,-0.0374
engulfed,-0.0241,0.0005,-0.0386
discretionary,0.0247,-0.01,0.014
cockpit,-0.0675,-0.0235,0.0666
orchestrated,-0.059,-0.0754,0.0117
wartime,0.0256,0.0082,0.0563
separatist,-0.0135,0.0864,0.0165
fend,-0.0131,0.074,0.0521
booed,-0.1432,0.1795,0.024
bakery,0.094,0.0053,0.0143
slack,-0.0904,0.0875,-0.0042
acoustic,0.063,0.0041,0.0459
pullback,0.0043,0.0302,0.0182
watchers,0.0202,0.0099,-0.0182
racers,-0.0289,-0.0187,0.0709
rounder,-0.1528,0.0856,-0.0434
sword,-0.1199,-0.0649,0.005
browsing,0.12,-0.1374,-0.0036
slugger,-0.0818,0.0264,-0.0271
lessen,-0.0158,0.0389,0.0105
groove,-0.0639,-0.0313,-0.0209
redundant,0.0268,-0.0151,0.0841
rescheduled,-0.0042,0.0968,-0.0251
devised,-0.0204,-0.0611,0.0575
abstract,0.0836,-0.1037,0.0423
colt,0.0101,0.0042,-0.0433
eco,0.0951,-0.0908,0.0792
discarded,-0.024,0.1336,-0.0039
inflicted,-0.0402,0.067,0.0056
odor,-0.001,-0.0002,0.0521
interchange,-0.0177,-0.0336,-0.0341
awake,-0.0399,-0.0477,0.0731
perks,-0.0253,-0.1946,0.043
predators,-0.0122,-0.0529,0.0026
cynical,-0.0558,-0.0001,-0.0806
messy,0.0323,0.0636,-0.0196
expedition,-0.0369,0.0391,-0.0252
ancestors,-0.0158,-0.0556,-0.0077
backhand,0.0157,0.0137,0.0017
rollout,-0.0018,-0.0115,0.0281
psychiatrist,-0.0333,0.0066,-0.0055
traits,-0.0538,-0.035,-0.0331
groom,-0.0082,-0.1002,-0.0078
inactive,-0.1162,0.0665,-0.0193
brunt,-0.0197,0.0408,-0.0074
molecular,0.0173,-0.03,0.0411
remnants,0.0269,0.0477,-0.0018
marquee,-0.0944,-0.0811,0.0083
condominium,0.0427,-0.1032,-0.0419
livelihood,0.0159,0.1637,-0.0393
warfare,-0.0128,-0.0202,-0.04
encompasses,0.0713,-0.1117,0.0203
plasma,0.0587,-0.0751,0.0476
communal,0.008,0.0722,0.0186
resemble,-0.0322,-0.0504,0.0291
northbound,0.045,-0.0224,0.0365
selectors,-0.1245,0.0284,0.0032
horn,-0.0426,0.002,0.0276
cliff,-0.032,-0.1441,0.0673
paramilitary,-0.1019,0.1038,-0.0024
evacuees,0.018,0.1359,0.0139
leaf,-0.0004,-0.0191,-0.0711
looting,-0.0269,0.0356,-0.1065
coffin,-0.0646,0.0143,0.026
noisy,-0.0145,0.0239,0.0685
unfold,0.0042,-0.0459,-0.0333
fray,-0.0947,-0.048,0.0242
thwarted,-0.0214,0.0463,0.0026
sung,0.0763,0.0221,0.0257
needle,0.0168,0.0577,-0.068
purported,-0.0071,-0.0509,-0.0389
airwaves,-0.0163,0.013,0.0077
upstream,0.0015,-0.0656,0.0206
managerial,-0.0821,0.0028,0.0736
flour,0.0164,0.0872,0.0038
pesticides,0.0905,0.058,0.0109
dissolved,0.0219,-0.0858,0.0395
encryption,0.0498,-0.0732,0.0158
stark,0.0558,0.075,-0.0411
drifted,-0.0274,0.0536,0.0454
lieutenant,-0.1316,0.0113,-0.0232
heed,-0.054,0.0016,-0.0472
alley,-0.0396,0.0976,-0.0619
fingerprints,-0.0706,-0.0403,0.0083
harmless,-0.0633,0.0181,0.0121
hospice,0.0604,0.0818,-0.0353
clan,-0.0342,-0.0699,-0.0474
deterrent,-0.0044,0.0384,0.0163
condoms,0.0743,0.1486,-0.0835
raffle,-0.0082,-0.0154,-0.0073
defied,-0.0187,0.1131,-0.034
chairperson,0.1703,0.0299,-0.0817
knot,0.0656,-0.1058,0.0349
pornography,0.0393,-0.036,0.0013
restrained,-0.0575,-0.0421,0.0231
safest,-0.0444,-0.0144,0.0196
hovering,-0.0357,0.081,0.0141
soybeans,0.0037,0.0361,0.0122
culprit,-0.0801,0.0717,-0.0176
daylight,-0.0243,-0.0009,0.048
telephony,0.0253,-0.0061,0.0567
tow,-0.0061,0.0096,0.0176
epicenter,-0.0219,0.0137,-0.0449
bureaucrats,-0.0044,-0.0402,0.0526
awe,-0.0512,0.0059,-0.0139
revisit,-0.0061,-0.0557,-0.0185
soaked,0.0055,-0.0444,0.0473
mat,-0.0189,0.0738,0.0607
diversification,0.0057,-0.0747,0.0125
interfering,-0.0651,0.0224,0.012
erratic,-0.1377,0.2829,-0.0818
rink,0.0193,0.0149,0.0606
throughput,0.0357,-0.0543,0.0221
limbo,-0.0459,0.1591,0.0488
sober,-0.0029,-0.0317,0.023
charismatic,-0.1597,-0.0095,-0.0773
indie,0.0793,-0.0085,0.0192
appalling,-0.0099,0.2718,-0.0674
startling,0.0605,0.0679,-0.0427
misguided,-0.043,0.1171,-0.0539
remanded,-0.0279,-0.0166,0.0542
gymnastics,0.1834,0.046,0.0048
replica,-0.1313,-0.045,0.0279
deaf,0.0397,0.1549,-0.0491
curse,-0.1015,0.0055,-0.0814
inadvertently,-0.0625,0.0896,-0.0414
texture,0.0755,-0.0478,0.0149
gritty,-0.0753,0.1086,-0.0633
chilly,0.0289,0.1059,0.0432
naive,-0.0295,-0.0434,-0.018
roadmap,-0.0613,-0.0221,0.0812
handcuffed,-0.1134,0.0524,0.0767
minivan,0.082,-0.0317,0.066
tempered,-0.0166,0.021,-0.0156
precipitation,0.0251,0.0477,0.0191
gloom,-0.0485,0.0626,-0.0319
sabotage,0.0078,0.1042,-0.0218
gubernatorial,0.0729,-0.0631,-0.0096
parity,-0.0307,-0.0139,0.1052
brisk,0.0372,0.0563,-0.0285
dignitaries,-0.0768,-0.0347,-0.0253
pal,-0.1284,-0.0719,-0.0321
surreal,-0.0061,-0.0153,-0.0217
playback,0.0116,-0.0211,0.0221
rendition,0.0634,0.0319,0.0223
salute,-0.0889,-0.0283,-0.0465
likewise,-0.097,0.0385,0.0407
leaderboard,-0.0229,-0.0186,0.0679
plaza,0.0157,0.0751,-0.0126
rift,-0.0579,-0.0034,-0.0318
liner,-0.0396,-0.0714,0.0342
protracted,-0.0666,-0.0245,-0.0149
miniature,-0.002,-0.0481,0.0207
construed,-0.023,0.0455,-0.0534
hotline,0.022,0.0591,0.003
pianist,0.0281,-0.02,0.0059
grad,0.0455,-0.0321,-0.0242
airspace,-0.0246,0.0656,0.0584
jackpot,0.0155,-0.1057,-0.0201
weeklong,0.0081,0.0161,-0.0156
replicate,-0.0497,-0.0013,0.0361
throne,-0.0459,-0.0149,-0.0116
ego,-0.1245,-0.0534,-0.0676
embargo,-0.0688,0.0331,-0.0406
depot,0.007,0.0411,0.0464
culmination,0.0267,0.0366,0.018
mantra,-0.0447,-0.0618,-0.0178
attain,0.0228,0.0674,-0.0045
arbitrary,0.0089,0.041,-0.0121
veterinary,0.0408,0.1321,-0.0333
guru,-0.108,-0.0289,0.0313
hoops,0.0235,-0.0204,0.0241
painter,0.0079,-0.1091,0.0233
saddened,-0.0055,0.0503,-0.1274
spurt,0.003,-0.0139,-0.0014
chin,-0.099,0.0363,-0.0322
gem,-0.0268,-0.0288,-0.0738
freak,-0.0642,0.0692,-0.04
forbidden,0.0281,0.0024,-0.009
longstanding,0.0081,-0.0736,0.0217
unconventional,-0.0079,-0.0361,-0.049
toast,-0.0289,-0.136,0.0236
hassle,0.0231,-0.017,0.03
clarification,-0.0694,-0.0346,0.0372
mired,-0.0929,0.1273,-0.0051
volcano,-0.0362,-0.0205,0.011
extinction,-0.0138,-0.0086,0.0148
lookout,-0.0395,-0.1005,-0.0379
arthritis,0.0156,0.0934,0.0149
tasty,-0.0072,-0.0858,0.047
endowment,0.0268,-0.1239,-0.0836
biopharmaceutical,0.0575,-0.006,-0.0032
grievances,-0.0559,0.1483,0.0152
recognizable,-0.033,-0.1595,-0.0173
seismic,-0.0042,-0.0131,-0.0332
baht,0.0274,0.0052,-0.0175
foray,0.011,0.011,-0.0473
meteorologist,-0.046,0.0162,0.0171
composure,-0.0761,0.0507,-0.0284
sync,0.0062,-0.0277,0.037
resellers,-0.046,-0.0197,0.0144
correlation,0.0235,-0.0136,0.0392
overseen,-0.0449,-0.0133,0.0339
apprehended,-0.0599,-0.0333,0.0312
unfinished,-0.0552,0.1515,-0.0219
storey,0.0567,-0.08,-0.0019
detonated,-0.0473,0.0396,0.0324
beforehand,-0.1174,0.0377,0.064
compassionate,-0.0333,-0.0072,-0.0618
puppy,0.0532,0.0357,-0.0729
trout,-0.0412,0.0313,0.0517
duplicate,-0.028,0.0649,0.0482
backpack,-0.0347,0.08,0.013
gymnasium,0.0223,0.1272,0.0143
adjoining,-0.006,0.0231,-0.0317
newborn,0.0934,0.1127,-0.0687
dismantle,-0.0984,0.0816,0.0399
locker,-0.1709,0.0764,0.0515
punk,0.0316,0.0041,-0.0028
outage,0.0636,0.0793,0.0143
tampering,-0.0512,0.1236,-0.0349
backfield,-0.0892,0.0016,-0.0008
hop,-0.0816,-0.0641,0.0514
infringement,-0.0472,0.0401,0.0729
swollen,-0.0072,0.1527,0.0172
beast,-0.1409,-0.0263,-0.0334
newsroom,0.0653,0.0103,0.0137
junction,-0.0068,-0.017,0.0233
pathetic,-0.0602,0.2359,-0.0374
quell,-0.0663,0.0863,-0.0367
temptation,-0.1002,-0.1072,-0.0568
rampage,-0.0517,0.0563,-0.0238
antics,-0.1259,0.0125,-0.0751
basin,-0.0161,0.0242,-0.0006
angel,0.0281,-0.0473,-0.0615
upstate,0.0155,0.0094,0.0226
precinct,0.0255,0.0087,-0.0467
capsule,0.018,0.0143,0.0084
timer,-0.0529,-0.0118,-0.0148
amidst,0.0097,0.0379,0.0038
jaw,-0.0703,-0.0121,-0.0618
repercussions,-0.0074,0.0448,-0.0417
limbs,0.0219,0.0486,-0.0827
revered,-0.1427,-0.0111,-0.0548
ratification,-0.0161,-0.0212,0.0512
swam,0.0488,-0.0153,0.0133
abnormal,-0.0117,0.1651,-0.0009
impetus,-0.0195,0.0434,-0.0316
suppress,0.0133,0.0633,-0.0323
flawless,0.036,0.1134,0.0422
extraordinarily,-0.0339,-0.0788,-0.0207
villain,-0.1541,-0.0432,-0.0307
grieving,0.0511,0.0446,-0.1163
trendy,0.094,-0.1467,-0.0394
friction,-0.0014,0.0171,0.0115
perjury,-0.0375,-0.0431,-0.0481
misled,-0.0463,-0.008,0.0119
lumber,-0.0872,-0.0005,0.0132
blade,-0.0493,-0.0178,0.0035
modular,0.0421,-0.0452,0.0148
storytelling,0.0427,0.0104,-0.1001
crawl,0.006,0.0566,-0.0508
rehearsal,0.1025,0.0542,-0.0191
quickest,-0.114,0.0641,-0.0323
snowfall,0.0525,0.0412,0.0248
storyline,0.0209,0.0399,-0.0636
worm,-0.0044,0.0125,0.008
trajectory,-0.0269,0.0042,-0.0694
levee,0.047,0.0435,-0.0032
recoup,-0.0828,-0.0349,-0.0102
prestige,-0.046,-0.0726,-0.0207
mosquitoes,-0.0223,0.0263,-0.022
getaway,-0.0426,-0.1765,0.0253
conform,0.0673,0.0121,0.0355
prom,0.1799,-0.0441,-0.0098
deeds,-0.0416,0.0574,-0.0464
dude,-0.1851,-0.0245,-0.0178
dazzling,-0.0057,0.0493,-0.0199
crossover,0.0365,-0.0375,0.022
foregoing,0.0021,-0.0292,-0.0323
screenplay,-0.0435,0.0673,-0.039
pavilion,-0.0742,0.0339,0.0128
passer,-0.1039,0.0469,0.0114
ramifications,-0.0233,-0.0444,-0.007
wandering,-0.0305,0.0514,-0.0293
nowadays,-0.057,-0.0162,0.0243
mascot,-0.0657,0.0492,-0.0543
honorary,-0.1173,-0.009,-0.0241
airborne,-0.0489,-0.0317,0.0456
unmatched,-0.0636,-0.0292,0.0239
suck,-0.028,-0.0195,-0.0203
cosmetics,0.2721,-0.0636,-0.0417
skirt,0.1832,-0.0657,-0.004
valve,-0.0504,0.0589,-0.0171
mourners,-0.0658,0.0934,-0.0512
symposium,-0.0134,-0.0348,-0.0365
taller,-0.0497,-0.0697,0.0415
nationalist,-0.0814,0.0099,0.0353
taxable,0.0373,-0.1531,0.0051
discourse,-0.0208,-0.0387,-0.0451
teamwork,-0.0669,0.0328,-0.0132
upright,-0.1149,0.0366,0.0225
brightest,-0.0789,0.0009,-0.0043
fisherman,-0.0909,-0.0002,0.0331
queue,-0.0235,-0.0035,0.0952
heartbreaking,0.1099,0.1459,-0.1394
amusing,-0.021,-0.026,-0.0047
pessimistic,-0.0854,0.0527,0.0066
rigid,0.0297,-0.0194,0.0649
acreage,0.0076,-0.0799,-0.0585
disregard,0.0218,0.127,-0.0614
chapel,-0.0055,0.0421,0.0152
unhealthy,0.0472,0.1015,-0.0351
fellowship,0.011,0.011,-0.0573
disgruntled,-0.1503,0.059,0.0077
hay,-0.0657,0.0128,0.0249
grapes,-0.006,-0.0563,0.0647
wholly,-0.0086,0.0038,0.0023
reproductive,0.1678,0.1136,-0.0022
apartheid,0.0193,0.095,-0.0787
bees,-0.0207,0.0308,-0.0041
uneasy,-0.0252,0.0784,-0.0261
crystal,0.0012,-0.034,0.0288
helpless,-0.057,0.1985,-0.0385
discontinued,0.0915,0.0514,0.0597
continental,-0.0055,-0.0063,0.0516
honeymoon,0.0119,-0.1757,0.0251
deficiencies,-0.0614,0.2319,0.0517
squandered,-0.0808,0.0888,-0.048
coma,-0.0294,0.0556,0.0229
betrayed,-0.0536,0.0561,-0.0342
overtake,-0.0764,-0.0293,0.0056
rodeo,0.025,0.0653,-0.0135
traumatic,0.0706,0.093,-0.0661
leukemia,-0.025,-0.0229,0.0015
airstrikes,-0.0044,0.102,-0.0262
servant,-0.0684,-0.0351,-0.0486
fetch,-0.029,-0.0051,0.004
ailments,-0.0836,0.0933,0.0073
weekdays,0.0155,0.0098,0.0408
collar,-0.0822,-0.0191,-0.0532
beard,-0.2366,-0.0345,0.0051
cylinder,-0.0369,-0.0336,0.0457
waning,-0.0307,0.0862,0.0073
bpd,-0.0385,-0.0189,0.0086
ecstatic,-0.0053,0.0341,-0.0002
protestors,0.0019,0.0591,0.0433
hacking,-0.0139,-0.0359,0.0159
reinsurance,-0.0034,-0.0405,0.0066
exemplary,-0.0505,0.1779,-0.0381
armor,-0.0476,0.0104,-0.0108
avalanche,-0.0357,0.0441,0.0431
resentment,-0.0536,0.0418,-0.0232
concealed,0.0098,-0.0257,-0.0049
redeem,-0.0685,0.0764,-0.0182
stereo,-0.0313,0.0033,0.0516
dissidents,-0.0661,0.0763,0.0101
athleticism,-0.1067,0.0824,-0.0278
prowess,-0.1073,0.0764,-0.017
monkey,-0.109,-0.0074,-0.0599
pragmatic,-0.0671,-0.0868,0.0113
hinder,-0.0407,0.161,-0.0097
flair,-0.042,-0.0321,-0.0184
filly,0.1711,-0.0269,-0.0247
mismanagement,-0.0473,0.1662,-0.0652
discriminatory,0.0602,0.0362,0.0179
plumbing,-0.0241,0.0641,-0.0118
eroded,0.0063,0.1028,0.0352
cruelty,0.0627,0.0441,-0.0188
muted,0.0232,0.0626,-0.0002
compression,0.0294,-0.0545,0.0452
redesigned,0.0595,-0.0367,0.0202
inundated,0.0571,-0.0224,0.0131
vivid,0.0343,-0.039,-0.0208
teleconference,-0.0888,-0.019,-0.0073
defiant,-0.0594,0.1131,-0.0642
groundwork,-0.0669,-0.0267,0.0083
airlifted,-0.0461,0.0311,0.0128
stitches,-0.0417,0.0058,-0.0143
outshot,0.0282,0.0158,-0.0333
sphere,0.0298,-0.0262,0.027
sunglasses,-0.0253,0.0171,-0.0306
crumbling,-0.0111,0.1914,-0.0613
shoreline,0.0329,-0.0623,0.0252
deception,0.0085,-0.0486,-0.0418
emulate,-0.1169,-0.0106,-0.0166
nest,0.0107,0.0208,-0.0089
tweets,-0.0612,-0.0119,-0.0815
visionary,-0.11,-0.1144,-0.0549
thugs,-0.1247,0.0092,-0.0592
tick,-0.0982,-0.0254,-0.0052
pat,-0.0499,0.0188,0.0053
baked,0.0995,0.0021,0.0818
biomass,-0.0429,0.0224,0.0449
plowed,-0.0428,0.0123,-0.0214
unarmed,-0.0909,0.1347,-0.0071
submerged,0.0268,0.0477,0.0048
improbable,-0.0684,0.0666,-0.0341
disbelief,-0.018,0.1082,-0.0601
oppression,0.0621,0.1003,-0.0417
misunderstanding,-0.0228,0.0635,-0.0379
hectic,0.0729,-0.0046,-0.0132
sparkling,0.0422,0.0016,0.0266
remodeling,0.0545,0.0334,-0.0226
combo,-0.0614,0.008,0.0673
uproar,-0.0062,0.0707,-0.0356
adolescents,0.0417,0.1591,-0.0492
succumbed,-0.0059,-0.0224,0.0113
windfall,-0.0421,-0.1387,-0.0665
campers,-0.0257,0.0566,0.0398
wardrobe,0.1477,0.0319,-0.0649
buyback,-0.0414,0.0169,0.0115
shit,-0.0906,0.0295,-0.0233
pounder,-0.1411,0.0626,0.0317
guardian,0.0229,0.0595,-0.0123
unsustainable,-0.0518,0.0143,0.0587
cottage,0.0466,-0.0989,0.0658
wedge,-0.0045,-0.1299,0.0283
waterways,-0.0008,0.0683,0.0082
diarrhea,0.0214,0.1214,0.0085
doorstep,-0.0335,0.0188,0.0616
untouched,-0.0299,0.0302,0.0275
hiatus,0.057,0.0504,0.0054
scanner,0.0283,-0.0205,-0.0183
pathway,-0.0088,-0.008,0.0269
fusion,0.0333,-0.0192,-0.0006
lifeline,-0.0235,0.1111,-0.0354
screw,-0.1298,-0.0442,0.0413
quiz,-0.0062,-0.059,0.0072
entrenched,-0.0585,-0.0458,0.0095
surcharge,-0.0279,-0.0886,0.0069
unpleasant,0.0225,0.0808,-0.0025
curling,0.0371,-0.036,0.0614
likened,-0.079,0.0184,-0.0108
