word,gender,eco,race
specialist,-0.0177,0.0955,0.006
imagine,-0.0587,-0.0145,-0.0222
rapidly,-0.0033,-0.0423,-0.0043
angry,-0.0723,0.0623,-0.022
attitude,-0.083,0.0774,-0.034
tech,0.059,-0.1479,0.0657
sensitive,0.052,-0.1092,-0.0365
marijuana,-0.0314,0.0826,-0.0186
intent,-0.0706,0.0402,0.0015
strengthen,-0.034,0.061,0.0354
testified,0.0155,-0.0023,-0.0172
column,-0.0132,0.0201,-0.0299
rushed,-0.0523,0.0423,-0.0111
kilometers,-0.0044,0.0284,0.0412
frame,-0.0863,-0.0309,0.0571
provision,-0.0536,-0.0031,0.0231
heavily,-0.0425,0.0371,0.0019
virus,-0.0456,0.0449,0.0003
indeed,-0.0787,-0.0087,-0.0329
survived,-0.0046,0.0175,0.0381
intense,0.0015,-0.0069,-0.0002
somewhat,-0.0355,0.0405,0.0082
permission,-0.0804,-0.0221,0.0007
judgment,-0.0881,0.0235,-0.0171
beer,-0.1,-0.0411,0.0603
coal,-0.0087,0.0319,-0.0275
packed,0.0175,-0.0012,0.0622
flood,0.019,0.0582,0.0332
collaboration,0.0211,-0.0472,-0.025
streak,-0.0599,-0.0902,-0.054
sustained,-0.07,0.0366,0.013
permit,-0.0413,0.0189,-0.009
beach,0.041,-0.0491,0.0238
journey,0.0118,0.0088,-0.0382
statistics,-0.0338,0.0887,-0.004
fantastic,-0.0846,0.0207,0.0194
rail,-0.0028,0.017,0.0534
broadband,-0.0305,-0.003,0.0454
cycle,0.0264,-0.013,0.0072
comedy,0.0137,0.0339,-0.0606
hardware,-0.0062,0.0193,0.0226
solar,0.024,-0.0251,0.0244
bound,0.0019,-0.0431,0.0686
proceeds,0.0441,-0.0184,-0.1055
suicide,0.023,0.0135,0.0307
discovery,0.0207,-0.0912,-0.033
dad,-0.1515,0.0024,-0.0185
longtime,-0.0369,-0.0629,-0.0531
premier,-0.0866,-0.1068,0.0295
nobody,-0.1452,-0.0091,0.0382
aspects,0.0068,0.0362,0.0153
fled,-0.0402,0.0308,0.0098
cricket,-0.0136,0.0207,-0.0155
ratio,-0.005,0.0786,0.0237
birthday,-0.038,-0.0157,-0.0456
restructuring,-0.0249,0.0703,0.0286
episode,0.0492,0.0695,-0.0207
unknown,-0.0526,0.0874,-0.0187
surge,-0.0522,0.0735,-0.0033
ideal,-0.038,-0.0519,0.0313
equivalent,-0.0633,-0.0076,0.0431
factory,-0.0238,0.0807,0.0522
mph,-0.0639,-0.0066,0.0552
bat,-0.0853,0.0195,-0.0185
unclear,-0.0429,0.1218,-0.0231
gang,-0.1174,0.0469,-0.0575
slipped,-0.0668,0.1861,0.0029
carrier,0.0068,0.0437,-0.0022
accurate,-0.0634,0.0406,-0.0312
advised,-0.0135,-0.0907,-0.0245
slowly,0.0034,0.0477,-0.0162
abortion,0.1019,0.0505,-0.0456
mom,0.1666,-0.0183,-0.0523
tons,-0.0358,0.0495,0.0192
frequently,-0.0318,0.0582,0.0205
overcome,-0.041,0.0978,-0.023
inquiry,-0.0808,0.0186,0.0318
map,-0.037,-0.011,0.0109
bear,0.0142,-0.0204,0.0014
stroke,-0.0415,0.0247,-0.0305
medicine,-0.0323,0.1584,-0.0265
vendors,0.0857,0.0034,0.0252
medium,-0.0341,-0.0185,-0.0053
prime,-0.084,-0.0347,0.0292
exposed,0.0335,-0.0107,-0.0214
dialogue,-0.0269,0.0548,-0.0944
stimulus,-0.0153,0.027,-0.0497
probe,-0.0601,0.0085,-0.0257
methods,-0.0075,0.0375,-0.0144
shall,-0.045,0.0129,-0.0149
luxury,-0.02,-0.1881,0.0102
vulnerable,-0.0011,0.121,-0.0109
theft,0.012,-0.0289,-0.016
appreciate,-0.0462,-0.1043,-0.0218
complained,-0.0109,0.1087,0.0155
chemical,0.0881,-0.0446,0.053
consequences,0.0035,0.0443,-0.0319
imposed,-0.0556,0.0117,0.0743
alert,-0.0369,-0.0076,0.0196
virtually,-0.0388,0.0182,0.0668
provincial,0.0041,0.0871,0.025
neck,-0.0439,-0.035,-0.0021
tourists,-0.0542,0.0114,-0.0025
sad,0.0078,0.0913,-0.1306
pct,0.0182,0.0448,0.1191
prominent,-0.0748,-0.2199,-0.0352
allies,-0.0488,-0.0162,0.0183
alliance,-0.0175,-0.0074,0.0342
meanwhile,-0.1329,0.0865,0.0133
crude,-0.0273,0.0478,-0.0376
deployed,0.0098,-0.0305,0.0127
shock,0.0238,0.0851,-0.0299
clock,-0.0393,0.0173,0.0514
convention,0.0172,-0.0615,-0.0258
novel,0.0671,-0.0244,-0.0235
scandal,-0.0312,0.0179,-0.0433
widespread,0.0224,0.092,0.0378
species,0.0076,-0.008,-0.0121
audio,-0.0726,-0.032,0.0222
moderate,-0.0405,0.002,0.0507
religion,-0.074,0.0084,-0.065
earthquake,0.0288,0.09,-0.0175
wedding,0.1003,-0.1237,0.007
grabbed,-0.0382,0.0443,0.0338
restore,-0.0361,0.0972,0.0032
plot,-0.0212,-0.0612,-0.0576
coffee,0.019,-0.0494,0.0093
sun,0.0216,-0.0713,0.029
passion,-0.0246,-0.0312,-0.0654
swing,-0.1101,-0.0139,-0.0424
toll,0.0153,0.0271,-0.0175
master,-0.0926,-0.0648,-0.033
eliminate,-0.0104,0.0335,-0.0024
congressional,0.0315,-0.0233,-0.0091
soft,-0.0346,0.0406,0.0503
format,-0.0298,-0.0223,0.0215
trillion,-0.0189,-0.0831,0.025
teen,0.1026,0.0427,-0.0494
consultant,0.0102,-0.0492,-0.0016
tiny,0.0857,0.0133,-0.0299
temperatures,0.0239,-0.0045,0.0415
shelter,0.1058,0.1512,-0.0266
label,0.0031,0.0112,0.0046
foul,-0.0925,0.06,0.0591
commissioner,-0.0415,0.0051,-0.036
sheriff,0.004,0.0301,0.0075
succeed,-0.1263,-0.0181,-0.0061
nomination,-0.0059,-0.0503,-0.0405
upgrade,-0.088,0.0714,0.0458
rely,-0.0211,0.0414,0.0176
string,-0.0156,-0.0129,-0.0287
trail,-0.0024,-0.0005,0.0054
traders,0.0252,0.0076,0.0376
triple,0.0115,-0.0371,0.0441
preferred,-0.1007,-0.0474,0.0396
lies,0.0211,-0.0064,-0.0158
proof,-0.0347,-0.0319,0.0372
tank,-0.0608,0.0066,0.0463
zero,-0.034,0.0214,0.0393
secondary,-0.0247,0.1509,-0.0466
delighted,-0.0273,-0.0659,0.0134
suddenly,-0.0678,-0.0388,0.0334
garden,0.0699,-0.0223,0.0143
routine,0.0249,0.0966,-0.0377
anonymity,-0.0703,0.0062,-0.0114
postseason,-0.0687,0.0608,-0.0096
venue,-0.0222,0.0221,-0.0398
meat,-0.0078,0.0402,0.0096
resigned,-0.0555,0.0266,-0.0047
suppliers,0.0136,0.0219,0.0451
concrete,-0.0314,0.0788,0.0024
anyway,-0.1408,0.0189,0.0555
solve,-0.1014,-0.0167,-0.0002
convinced,-0.0726,-0.0625,0.005
cheap,-0.0642,-0.0116,0.1019
helicopter,-0.0698,0.0105,0.0113
demonstrated,0.0166,-0.02,0.062
bright,-0.0074,0.0092,0.0284
comeback,-0.0487,0.023,-0.031
offset,-0.0211,-0.0154,0.01
forth,0.0474,-0.0122,0.0499
harm,-0.025,0.0822,0.0241
detained,-0.0481,0.0328,0.0418
glad,-0.0644,-0.0142,-0.047
upper,-0.0002,-0.0426,0.0076
dividend,-0.0327,-0.0524,-0.0123
senator,0.0376,-0.0852,-0.0701
exit,-0.0972,0.0577,0.004
shoes,-0.038,0.079,-0.0214
entitled,0.0481,-0.0507,0.0548
clash,-0.0596,0.0048,0.0041
bike,-0.0397,0.055,0.0218
afraid,-0.0392,0.0446,-0.0571
download,0.0375,-0.0605,0.0286
petition,-0.0173,0.0128,0.0248
bonus,-0.1212,-0.0308,0.0184
elderly,0.0707,0.0979,-0.0106
belief,-0.0772,0.0037,-0.0192
assigned,-0.0538,0.067,0.0247
crazy,-0.0664,-0.0374,-0.0138
retain,-0.105,-0.0311,0.0578
longest,-0.0625,-0.0363,-0.0208
assume,-0.0699,-0.0826,-0.0037
mouth,-0.0638,0.0614,-0.0337
sufficient,-0.0196,0.074,0.072
barely,-0.01,0.1314,-0.0008
sharply,-0.0532,0.062,0.0119
funeral,-0.0681,0.0534,-0.0369
kitchen,0.0877,0.0455,0.0604
disclosed,0.0052,-0.0598,-0.0625
constitution,-0.0315,0.0067,-0.0278
flexibility,-0.0565,-0.0854,0.0638
burning,-0.0323,-0.0286,0.0033
unprecedented,-0.05,0.0377,-0.0038
dealers,-0.0394,-0.0429,0.0559
backup,-0.1432,0.052,0.0345
faculty,0.0802,-0.0326,-0.0061
prosecution,-0.0174,0.0059,-0.0183
tired,-0.0401,0.033,0.0116
ups,-0.032,0.0001,-0.0338
pledged,-0.082,0.0368,-0.067
funny,-0.0362,-0.0367,-0.0603
broader,0.0166,-0.071,0.0104
rape,0.0714,0.0001,-0.046
super,-0.0297,-0.2201,0.0382
regardless,-0.0699,0.0343,0.031
abandoned,0.0068,0.1582,-0.0141
birds,-0.0318,0.0193,0.0071
tips,0.0593,-0.0064,-0.0219
taste,-0.0198,-0.0514,0.0398
locked,-0.0439,0.017,0.0643
paint,-0.0079,0.0259,0.0147
load,-0.0838,0.0194,0.079
symptoms,-0.0232,0.0343,0.0424
emissions,-0.0275,-0.0575,0.0382
hurricane,0.0423,-0.0206,0.0126
counsel,-0.0322,-0.011,0.0144
consensus,-0.0785,0.025,0.0239
everywhere,-0.0081,-0.0301,0.0022
occasion,-0.0745,0.0628,-0.035
understood,-0.0945,-0.1194,0.0275
inventory,0.026,-0.0232,0.0208
lease,0.0153,-0.075,-0.0493
incredible,-0.0526,0.0154,-0.0246
constant,-0.0102,0.0821,0.0166
compromise,-0.0368,-0.1147,0.0709
database,0.0393,-0.0857,0.0105
diverse,0.057,-0.1751,-0.029
battery,-0.0335,0.0429,0.0273
burden,-0.0536,0.0102,-0.0095
departure,-0.1227,0.0616,0.0021
luck,-0.093,0.0905,-0.0243
rebels,-0.0617,0.1299,-0.0389
benchmark,-0.0406,0.0173,0.0731
anymore,-0.0605,-0.0266,0.0146
fighters,-0.1011,0.1251,0.0023
contrast,-0.0329,-0.0112,0.0599
assembly,0.019,0.1368,0.0018
plastic,0.0446,0.0495,0.0012
converted,-0.0666,0.0149,0.0322
depending,-0.0445,0.0917,0.0239
ordinary,-0.0468,0.023,-0.017
democratic,0.0264,0.0371,-0.0729
interactive,0.0249,-0.0674,-0.0633
casino,-0.0032,-0.0515,-0.04
basket,0.0555,0.0059,0.0624
chip,-0.057,0.0226,-0.0011
bet,-0.1325,-0.0601,0.0112
automatically,-0.0314,-0.0104,0.0179
plea,-0.0457,0.032,-0.0185
modest,-0.0197,-0.0131,-0.0062
calm,-0.0622,-0.0083,-0.0036
unveiled,-0.0016,-0.1205,0.0219
swept,0.0364,0.0364,-0.0419
loose,-0.1003,0.0033,-0.0511
latter,-0.1272,0.065,0.0298
nervous,0.0274,0.0098,0.0264
agriculture,0.0045,0.1176,-0.0097
pregnant,0.2177,0.0402,-0.0481
conclusion,-0.078,-0.052,0.0796
homeowners,0.0596,-0.0273,-0.0064
household,0.0517,0.0405,0.0138
enforcement,0.0222,0.0254,0.0415
parade,-0.0115,0.034,-0.029
hero,-0.2405,0.0392,-0.0099
economists,-0.0463,-0.0024,0.0223
patrol,-0.058,0.045,0.0252
diabetes,-0.0097,0.0613,-0.0427
incentives,-0.0967,-0.0171,-0.0082
legacy,-0.0924,-0.0239,-0.066
fleet,-0.0381,-0.0034,0.0335
fat,0.0051,-0.1428,0.0211
introduction,-0.0495,-0.0022,0.0812
discount,-0.0313,-0.031,0.0188
praised,-0.0409,0.0818,-0.0448
lane,-0.0003,0.0572,0.0113
insurgents,-0.0392,0.115,-0.026
odds,-0.0495,0.0435,0.0028
singing,0.0995,0.0633,0.0169
techniques,-0.0093,-0.0069,-0.0246
objective,-0.0555,0.0527,-0.0193
robbery,-0.022,-0.0283,-0.0133
comparison,-0.062,-0.0056,0.0621
feedback,0.0025,0.0371,0.0248
revised,-0.0187,0.0608,0.0182
extraordinary,-0.0314,-0.0149,-0.061
sight,-0.0318,0.0452,-0.0047
recruiting,-0.0795,-0.0321,0.0137
conspiracy,-0.0529,-0.0298,-0.0352
calendar,0.0479,-0.0771,-0.0045
midnight,-0.001,-0.0359,0.0612
gallon,0.0134,-0.0427,0.0279
spoken,-0.0936,-0.0288,-0.0244
invasion,0.0542,0.005,0.0019
tea,0.0657,-0.0854,-0.019
turnovers,-0.0178,0.026,-0.0075
advisory,0.0274,-0.0528,0.0341
buried,-0.0443,-0.0267,-0.0231
rent,0.0294,-0.0239,-0.004
probation,-0.012,0.1405,-0.047
excess,-0.0121,-0.0177,0.0023
girlfriend,0.0304,-0.0529,-0.0097
striker,-0.1161,0.1282,-0.0603
fastest,-0.0395,0.0178,-0.0168
robust,-0.0049,-0.086,0.0271
bowl,-0.0428,0.0232,-0.0214
highlight,0.0112,-0.0059,0.0061
chapter,0.0365,-0.0117,-0.0442
tape,-0.0518,0.0532,-0.01
server,0.0626,-0.052,0.0547
enormous,-0.0384,-0.0253,-0.0087
homeless,-0.0109,0.2381,-0.0582
illness,-0.0363,0.1382,-0.0476
hall,-0.0177,0.0296,0.0231
soil,-0.0646,0.0201,0.0077
noise,-0.0382,-0.0048,0.0661
deserve,-0.0817,0.0429,0.007
felony,-0.0118,-0.0092,-0.0052
elite,-0.1436,-0.044,-0.0225
cabinet,-0.0558,0.0591,0.052
hike,0.0173,-0.0382,0.0169
arena,-0.0593,0.0841,0.0393
solo,0.0113,0.0574,0.015
liability,-0.0632,-0.0494,0.0283
outdoor,0.0188,0.0485,-0.0247
somewhere,-0.0841,-0.0367,0.0165
divided,0.0471,0.0137,0.012
context,-0.0524,0.0337,-0.0384
lifestyle,0.0589,-0.1535,-0.0607
flew,-0.09,0.0061,-0.0209
classroom,0.058,0.1107,-0.02
contractors,-0.0342,0.0079,-0.0324
fundamental,-0.0033,-0.0199,0.0749
slide,-0.096,0.0641,-0.0248
assured,-0.0664,-0.016,0.0156
bunch,-0.1071,-0.0809,0.0372
fate,-0.041,0.038,-0.0151
decent,-0.1492,0.1824,0.0148
risen,-0.0415,0.052,0.0296
hanging,-0.0594,-0.0061,0.051
certified,0.0649,-0.0624,0.0151
lessons,-0.0095,0.0215,-0.0608
closure,0.0667,0.0866,-0.0085
lifetime,-0.0065,-0.0202,-0.0028
wider,0.0004,-0.0469,0.0016
destination,-0.0072,-0.104,0.0148
buses,0.0052,0.0734,0.0462
observed,0.027,-0.0054,-0.0021
subsequent,-0.0248,0.1282,0.0123
scenario,-0.0903,-0.0015,0.0201
liberal,0.0109,-0.1142,0.0392
lab,0.0651,0.0706,0.0213
pet,0.0611,-0.0162,-0.1127
milk,0.0774,0.0369,0.0591
rumors,-0.0479,0.0283,-0.0467
municipal,0.0456,-0.0336,0.0229
bailout,-0.0359,-0.0256,-0.0118
menu,0.0175,-0.0454,0.0091
welfare,0.0456,0.0963,-0.0246
nonprofit,0.0902,0.0533,-0.0744
verdict,-0.0648,0.0493,0.0266
ankle,-0.1165,0.1183,-0.0514
sparked,0.0183,0.0655,-0.0168
accompanied,0.0244,-0.0005,0.0354
briefly,-0.0954,0.0625,0.0268
wore,0.002,0.0429,0.0114
dynamic,-0.0386,-0.1376,-0.0431
attached,0.0021,-0.0108,0.0204
tone,-0.01,-0.0614,-0.0411
reverse,-0.1012,0.0308,0.0274
meal,0.0408,-0.0008,0.0089
reception,-0.0551,-0.0339,0.0365
warrant,-0.0424,0.0295,0.0137
complicated,0.0194,-0.0411,-0.0231
inmates,-0.0138,0.1753,0.0044
earth,-0.0386,-0.0068,-0.0259
merely,-0.0853,0.0036,0.0091
smile,-0.0379,0.032,-0.0285
adjusted,-0.0196,0.0491,0.0004
sweep,-0.0046,0.0192,-0.0389
leverage,-0.0382,-0.1657,0.0567
external,0.0552,0.0501,0.0107
mountain,-0.0585,-0.0098,0.0683
amendment,-0.0091,-0.0671,-0.0134
preserve,-0.033,-0.091,0.0081
sorry,-0.0878,0.0599,-0.0582
diagnosed,0.0056,0.0623,-0.0299
legitimate,-0.1391,0.0333,-0.0045
terrible,-0.06,0.2262,-0.0681
shed,-0.0029,0.0919,0.0121
delegation,-0.0357,0.0178,-0.0007
dress,0.1536,-0.0017,-0.0283
reward,-0.0831,-0.0001,-0.045
circuit,0.0016,0.0435,0.0186
vast,-0.0281,-0.0898,0.005
pattern,-0.0187,0.0469,-0.0448
renewed,-0.0645,0.0074,0.0335
satisfied,-0.0674,0.0483,0.1054
principles,-0.0443,-0.0435,0.0132
landscape,0.0374,-0.0772,0.0048
deposits,-0.0131,-0.1072,0.0017
aboard,-0.092,-0.0418,0.059
narrow,-0.0224,-0.0365,0.0058
samples,0.0604,-0.0447,0.006
halt,-0.0828,0.1288,0.0205
vaccine,0.0218,0.0758,-0.0194
cup,-0.0235,-0.0148,0.0057
tonnes,-0.0253,0.0682,0.0183
wood,-0.0811,-0.025,0.0228
eager,-0.0784,-0.0263,-0.0303
mode,-0.0417,-0.0137,0.0406
desperate,-0.0385,0.168,-0.0755
dealt,-0.0949,0.0273,0.0105
oldest,-0.0087,-0.0605,-0.0717
admission,-0.0475,0.0633,-0.0447
therapy,0.0767,0.0992,-0.0338
theory,-0.1077,-0.0353,-0.0293
audit,0.0606,0.0543,-0.0196
boom,0.0001,-0.0949,-0.006
raid,-0.0147,0.0127,0.0347
innocent,-0.0362,-0.0168,-0.0429
fence,-0.0572,-0.0136,0.0428
stole,-0.025,0.0092,0.0208
sentiment,-0.0341,0.0237,0.0137
cheaper,-0.0237,-0.0167,0.1017
rental,0.0092,-0.0367,0.0309
preseason,-0.0828,0.1072,-0.0086
deeply,0.0147,-0.0184,-0.0834
flu,-0.0732,0.0674,0.0017
van,-0.0148,0.0238,0.1005
advocates,0.0746,0.0331,0.0135
yellow,-0.0132,0.0305,0.0602
accuracy,-0.0623,0.1308,-0.0256
takeover,-0.0971,-0.0376,0.0409
grand,0.0238,-0.0509,0.0106
speaker,0.0325,-0.0761,0.0008
pharmaceutical,0.0519,-0.0503,0.0205
hunting,-0.0654,-0.0358,0.0253
vice,-0.0423,-0.0401,-0.0003
spokesperson,0.1178,0.0094,-0.0145
adequate,-0.0301,0.1963,0.0524
forever,-0.042,-0.0729,-0.0417
coordinator,0.0987,0.1483,-0.0402
telecommunications,-0.0226,-0.0201,0.0186
emphasis,-0.0488,0.0766,-0.0653
wages,-0.0464,0.0254,0.0671
sweet,0.0412,-0.0925,0.0153
rear,-0.036,0.0172,0.0311
gear,-0.0852,0.0735,-0.0122
superior,-0.0822,0.0439,0.1108
mental,-0.0874,0.0934,-0.0082
liquidity,-0.0115,0.0058,0.0586
bedroom,0.071,-0.0638,0.0354
charter,-0.0273,0.0262,0.0021
entrance,-0.0006,0.0013,-0.0145
lake,0.0077,0.002,0.0505
statewide,0.0735,0.0302,0.0017
chase,-0.1107,-0.0735,0.0024
difficulties,-0.0078,0.2078,0.0181
surveillance,-0.0021,0.001,-0.0144
crop,-0.026,0.1066,-0.0398
fault,-0.0952,0.0673,-0.0066
vowed,-0.0632,0.0612,-0.0867
thin,0.005,0.0085,0.0412
fruit,0.0041,-0.01,0.0013
nursing,0.1057,0.1401,-0.011
tsunami,0.0171,0.0562,-0.005
semifinals,0.0261,-0.0018,0.0193
input,-0.0276,-0.0164,0.0182
referendum,-0.0401,-0.0049,0.0389
anniversary,0.0197,-0.0059,-0.0288
puck,-0.0464,-0.0475,0.0036
lenders,0.0168,-0.0198,0.0353
arrangements,0.0017,0.0096,0.0289
criteria,0.0095,0.0128,0.045
frustrated,-0.0802,0.1224,-0.0096
marketplace,0.026,-0.0556,0.0471
cooking,0.0984,-0.0004,0.0207
rugby,-0.0282,0.0134,0.0128
forest,0.0004,0.0554,0.0021
cloud,-0.0723,-0.0392,0.0272
chest,-0.1141,-0.0269,0.0051
signature,-0.0403,-0.1031,-0.0083
uniform,-0.1121,0.093,0.0197
intervention,-0.0708,0.071,-0.0413
tougher,-0.0677,0.0513,0.0132
teenager,-0.0021,0.0773,-0.03
gambling,-0.0761,-0.0917,-0.0106
evaluation,-0.0563,0.0998,0.0331
planet,-0.0462,-0.0358,0.015
underground,0.0216,0.0465,-0.0536
midfielder,-0.0235,0.0777,-0.0319
headline,-0.0206,-0.0525,0.006
accomplished,-0.0717,-0.0143,-0.0137
ordinance,0.0377,0.0485,-0.0791
riders,-0.0123,0.0218,0.0882
copper,0.0202,-0.009,-0.0374
unexpected,0.0021,0.1048,-0.0534
comply,0.0178,0.028,0.0407
gross,0.0346,0.0574,-0.0794
diplomatic,-0.0139,0.0463,-0.0476
tobacco,0.0258,0.0139,-0.0718
documentary,-0.0265,0.0722,-0.0445
linebacker,-0.1202,0.0143,-0.0227
withdrawal,-0.0742,0.005,0.0415
brilliant,-0.1185,0.044,-0.0032
furniture,0.0346,-0.0009,-0.0014
sub,-0.0501,0.1017,0.0176
height,-0.026,-0.0334,0.0426
till,-0.0383,-0.028,0.0873
shortage,-0.0156,0.1332,0.0224
estate,0.0104,-0.1753,-0.0463
hitter,0.0414,-0.0118,0.0128
globe,0.0242,0.0076,0.0036
venture,0.0073,-0.0344,-0.0559
shoppers,0.0997,-0.0098,-0.0096
survivors,0.0102,0.147,-0.0231
unchanged,-0.0533,0.1238,0.1014
mainstream,0.0462,-0.019,0.0336
ignored,-0.0187,0.0848,0.0281
ethnic,0.0765,0.0309,-0.042
breakfast,-0.0122,-0.0958,0.0283
detention,-0.0249,0.1071,0.0607
tears,0.0832,0.0669,-0.0112
examine,-0.0139,-0.0035,0.0093
visible,0.0594,-0.0623,0.0004
steal,-0.0433,-0.01,0.0107
deemed,-0.0555,0.0828,-0.0228
fatal,-0.0066,0.088,-0.0282
mess,-0.0819,0.1049,-0.0108
mandate,-0.0454,-0.0426,-0.0029
deeper,-0.0837,-0.0729,-0.0408
grass,-0.0747,0.0213,-0.0079
footage,-0.0683,0.0277,-0.0085
transmission,0.0431,0.0613,0.0024
everyday,0.0103,0.0279,0.0014
literally,-0.0004,0.0239,0.0087
photographs,0.0605,-0.0653,0.0075
automotive,0.0179,0.0025,0.0099
somehow,-0.1069,-0.007,-0.0289
slated,-0.0156,0.0433,-0.021
bulk,-0.0801,-0.0034,0.0359
excluding,-0.0466,0.0625,0.0251
chamber,0.0271,-0.0526,-0.0172
corn,0.0027,0.0881,0.0106
snapped,-0.055,-0.0039,0.0187
hidden,0.0135,-0.0293,-0.0241
scholarship,-0.0024,0.0225,-0.0745
fundraising,0.0931,-0.0425,-0.0688
moral,-0.0422,0.0417,-0.084
trainer,-0.08,0.0304,-0.0254
proprietary,0.0589,-0.0997,0.0332
blew,-0.0254,0.0806,0.0306
crack,-0.0619,0.0648,0.0008
tap,-0.0116,-0.0771,-0.0405
math,0.0369,0.049,-0.0391
wrapped,0.0095,0.0098,0.0441
thrilled,0.0271,-0.052,-0.0339
sued,0.0117,-0.0585,-0.031
childhood,0.0034,0.1238,-0.0551
scope,0.0013,-0.0752,0.0515
disclosure,0.0217,-0.0897,-0.0034
pump,-0.0175,-0.0248,-0.0205
inspection,0.002,0.1492,0.0151
spin,-0.0594,-0.0158,-0.0208
offshore,-0.0194,-0.119,0.0245
physicians,-0.0422,0.0466,0.0186
mood,-0.0606,-0.0042,-0.0113
trophy,-0.0867,-0.0014,0.0084
litigation,0.0255,-0.0739,0.022
fake,-0.0275,0.0019,0.002
garage,-0.035,-0.0064,0.0287
judicial,0.0525,-0.0044,0.0219
destruction,-0.034,0.086,-0.0105
disabled,0.0163,0.1833,-0.0134
workshop,0.0909,0.0517,-0.0565
stream,0.0227,-0.0769,-0.0033
strange,-0.0484,0.0365,-0.0419
sophisticated,0.0573,-0.2232,-0.0099
sugar,0.0298,0.0155,0.0005
discrimination,0.0713,0.0687,0.0068
stance,-0.1138,-0.0394,0.0225
passage,-0.0201,0.0467,0.0134
workforce,0.0928,0.0531,0.023
span,-0.0178,-0.0182,0.0246
punishment,-0.101,0.072,-0.0359
discipline,-0.1259,0.103,-0.0518
toys,0.0136,0.047,-0.0416
jet,-0.0344,-0.1257,-0.0426
architecture,0.0539,-0.1371,0.0282
replied,-0.1362,-0.028,-0.0038
fed,-0.015,0.0199,0.0138
march,-0.039,0.056,-0.0256
tenure,-0.1028,0.0217,0.0166
hometown,-0.1151,0.0461,-0.0183
pocket,-0.1194,0.0241,0.0139
yuan,0.0196,-0.0119,0.0041
quake,0.0352,0.1062,0.0085
strongest,-0.0384,0.0364,0.0271
encounter,-0.0366,0.0098,-0.0257
bottle,-0.0178,-0.0451,0.021
lady,0.264,-0.0317,-0.1071
laugh,-0.0543,-0.0205,-0.0039
beef,-0.032,0.1181,-0.0148
overhaul,-0.0826,0.0801,-0.0183
framework,-0.0651,-0.0387,0.0678
blaze,0.0087,0.0246,-0.0276
patent,0.0598,-0.0912,0.0764
rid,-0.0826,-0.0205,0.0091
devastating,0.0055,0.1625,-0.0902
donors,-0.0037,-0.1039,-0.055
identification,0.0099,0.0096,-0.0208
editorial,0.0528,-0.0282,0.0385
compound,-0.0627,-0.0558,0.0146
uncertain,-0.0772,0.1801,-0.0321
torture,-0.026,0.055,-0.0386
trapped,-0.0106,0.0632,0.0054
roots,-0.0456,-0.0854,-0.0489
specialty,0.0162,-0.0412,-0.0061
weaker,-0.0147,0.1211,0.0286
insight,-0.0067,-0.038,-0.0383
diet,0.0552,-0.0117,-0.0542
commodities,-0.0444,0.0065,0.0366
pollution,0.0167,0.0461,0.0126
gym,0.0066,0.0803,0.0107
triggered,0.0268,0.0566,0.0255
newest,0.0229,-0.1206,-0.0155
accommodate,-0.004,-0.0769,0.0306
unfair,-0.0737,0.077,-0.0168
humanitarian,-0.0358,0.1994,-0.0833
intersection,0.0473,-0.0044,-0.0765
flowers,0.0851,-0.0045,0.0018
parliamentary,0.0099,0.0849,0.0327
assumptions,0.0373,-0.0021,0.0309
breach,-0.0301,0.0681,0.0847
stunning,0.0447,-0.0104,-0.0126
suspicious,-0.0523,-0.0033,-0.0387
suitable,-0.0212,-0.0083,0.0205
tune,-0.0372,0.0071,0.0114
sky,-0.0548,-0.0619,0.0551
slowdown,-0.0031,0.0331,0.0366
circle,-0.0059,-0.0296,-0.0326
drought,-0.0849,0.1549,-0.0083
spectacular,-0.0783,-0.0338,0.0099
musicians,-0.006,-0.0074,-0.029
hell,-0.1239,0.0015,-0.0292
temporarily,-0.0163,0.0857,-0.0066
button,0.0089,-0.0632,0.0324
trailer,0.0426,0.0074,0.0624
wheel,-0.0481,-0.0354,0.0384
ocean,0.0127,-0.0179,0.0334
tribute,-0.0384,-0.027,-0.0964
meaningful,-0.0404,0.0352,-0.0501
attributed,-0.0049,0.0806,-0.0698
prestigious,-0.0169,-0.0969,-0.0072
pole,-0.0198,-0.0019,0.0194
shore,-0.0454,-0.0127,0.082
unity,-0.0662,0.0676,-0.0705
finger,-0.0954,-0.0358,-0.0261
infected,0.0055,0.0738,-0.0472
hide,-0.0284,-0.0233,-0.0178
disappeared,0.0414,0.0337,0.0376
duo,-0.0068,0.0186,-0.0024
rotation,-0.1184,0.0491,-0.0085
contemporary,0.0638,-0.092,-0.0407
notified,0.0069,-0.0747,0.0245
pleaded,-0.06,0.0071,-0.0527
explanation,-0.0859,0.0298,0.0048
safer,-0.0334,0.0236,0.035
boyfriend,0.1247,-0.0608,-0.0213
formula,-0.0251,0.0211,-0.0235
blown,-0.0138,0.0003,0.0059
baseman,0.0264,0.0196,-0.0226
holders,-0.0363,0.0084,0.0607
coastal,0.0062,0.0457,0.034
grandchildren,0.0122,-0.0387,-0.0005
showcase,0.0241,-0.0604,-0.0107
trio,-0.0433,-0.029,0.0332
caution,-0.0725,0.0178,-0.0523
